Ticker,VALUE,SSHPRNAMT,SSHPRNAMTTYPE,PUTCALL,FILINGMANAGER_NAME,date
ATKR,3493,86334,SH,,NORGES BANK,2020-02-12
AUB,33327,887528,SH,,NORGES BANK,2020-02-12
ATO,84484,755268,SH,,NORGES BANK,2020-02-12
38500T101,6005,4640685,SH,,NORGES BANK,2020-02-12
LOPE,42769,446485,SH,,NORGES BANK,2020-02-12
GVA,5775,208724,SH,,NORGES BANK,2020-02-12
GPMT,2005,109066,SH,,NORGES BANK,2020-02-12
GRP/U,35802,704567,SH,,NORGES BANK,2020-02-12
GPK,50816,3052003,SH,,NORGES BANK,2020-02-12
GTN,5847,272728,SH,,NORGES BANK,2020-02-12
391416104,42833,1232957,SH,,NORGES BANK,2020-02-12
GDOT,13578,582756,SH,,NORGES BANK,2020-02-12
GBX,15794,487020,SH,,NORGES BANK,2020-02-12
GEF,19575,442877,SH,,NORGES BANK,2020-02-12
GFF,8326,409524,SH,,NORGES BANK,2020-02-12
GRFS,70212,3014693,SH,,NORGES BANK,2020-02-12
GO,5363,165263,SH,,NORGES BANK,2020-02-12
GPI,20100,200997,SH,,NORGES BANK,2020-02-12
399473107,13888,5810893,SH,,NORGES BANK,2020-02-12
400110102,31113,639660,SH,,NORGES BANK,2020-02-12
TV,4783,407720,SH,,NORGES BANK,2020-02-12
AVAL,12826,1470858,SH,,NORGES BANK,2020-02-12
GH,29786,381182,SH,,NORGES BANK,2020-02-12
GES,14220,635368,SH,,NORGES BANK,2020-02-12
GWRE,64292,585696,SH,,NORGES BANK,2020-02-12
402635304,8084,2659226,SH,,NORGES BANK,2020-02-12
HEES,22221,664693,SH,,NORGES BANK,2020-02-12
HCA,435961,2949467,SH,,NORGES BANK,2020-02-12
40416M105,88580,2202396,SH,,NORGES BANK,2020-02-12
HNI,26052,695452,SH,,NORGES BANK,2020-02-12
40425J101,39586,1337357,SH,,NORGES BANK,2020-02-12
HPQ,269825,13130169,SH,,NORGES BANK,2020-02-12
HAE,82965,722059,SH,,NORGES BANK,2020-02-12
HAIN,20450,787894,SH,,NORGES BANK,2020-02-12
HAL,190914,7801976,SH,,NORGES BANK,2020-02-12
HALO,30288,1708271,SH,,NORGES BANK,2020-02-12
HWC,42682,972687,SH,,NORGES BANK,2020-02-12
HBI,53681,3614913,SH,,NORGES BANK,2020-02-12
LPSN,12870,347834,SH,,NORGES BANK,2020-02-12
53814L108,1148,134324,SH,,NORGES BANK,2020-02-12
RAMP,34089,709161,SH,,NORGES BANK,2020-02-12
539183103,301,12000,SH,,NORGES BANK,2020-02-12
L,712539,13574761,SH,,NORGES BANK,2020-02-12
54142L109,46946,547538,SH,,NORGES BANK,2020-02-12
543881106,5695,176199,SH,,NORGES BANK,2020-02-12
LPX,64943,2188860,SH,,NORGES BANK,2020-02-12
LOW,974104,8133798,SH,,NORGES BANK,2020-02-12
54951L109,5153,130914,SH,,NORGES BANK,2020-02-12
LULU,278952,1204094,SH,,NORGES BANK,2020-02-12
LITE,61860,780075,SH,,NORGES BANK,2020-02-12
55027E102,21701,937024,SH,,NORGES BANK,2020-02-12
550819106,399,19436,SH,,NORGES BANK,2020-02-12
LYFT,166444,3868992,SH,,NORGES BANK,2020-02-12
MTB,205805,1212402,SH,,NORGES BANK,2020-02-12
MBI,1347,144882,SH,,NORGES BANK,2020-02-12
552676108,25849,677392,SH,,NORGES BANK,2020-02-12
MDU,74506,2507787,SH,,NORGES BANK,2020-02-12
55272X102,42693,5580814,SH,,NORGES BANK,2020-02-12
MTG,52203,3684059,SH,,NORGES BANK,2020-02-12
MGM,160950,4837685,SH,,NORGES BANK,2020-02-12
MGPI,4282,88384,SH,,NORGES BANK,2020-02-12
MKSI,64326,584729,SH,,NORGES BANK,2020-02-12
MRC,15660,1148098,SH,,NORGES BANK,2020-02-12
MSA,54899,434463,SH,,NORGES BANK,2020-02-12
MSM,47374,603723,SH,,NORGES BANK,2020-02-12
MSCI,215726,835566,SH,,NORGES BANK,2020-02-12
553573106,16368,940685,SH,,NORGES BANK,2020-02-12
553777103,12812,266756,SH,,NORGES BANK,2020-02-12
MTSI,4018,151043,SH,,NORGES BANK,2020-02-12
MAC,40883,1518672,SH,,NORGES BANK,2020-02-12
VRE,27137,1173255,SH,,NORGES BANK,2020-02-12
05070R104,870,14536,SH,,NORGES BANK,2020-02-12
ADSK,480386,2618479,SH,,NORGES BANK,2020-02-12
ATHM,58460,730663,SH,,NORGES BANK,2020-02-12
ALV,57453,680637,SH,,NORGES BANK,2020-02-12
ADP,676751,3969214,SH,,NORGES BANK,2020-02-12
AN,22173,455948,SH,,NORGES BANK,2020-02-12
AZO,313996,263572,SH,,NORGES BANK,2020-02-12
05338G106,30993,423115,SH,,NORGES BANK,2020-02-12
AVB,606892,2894096,SH,,NORGES BANK,2020-02-12
AVNS,21962,651702,SH,,NORGES BANK,2020-02-12
AGR,37079,724765,SH,,NORGES BANK,2020-02-12
05351X101,20950,1551839,SH,,NORGES BANK,2020-02-12
AVTR,66866,3684074,SH,,NORGES BANK,2020-02-12
AVY,106990,817845,SH,,NORGES BANK,2020-02-12
CAR,19770,613225,SH,,NORGES BANK,2020-02-12
AVA,33713,701045,SH,,NORGES BANK,2020-02-12
AVT,51418,1211538,SH,,NORGES BANK,2020-02-12
054303102,85339,15131027,SH,,NORGES BANK,2020-02-12
ACLS,7706,319824,SH,,NORGES BANK,2020-02-12
054561105,603332,24347540,SH,,NORGES BANK,2020-02-12
AXGN,3194,178532,SH,,NORGES BANK,2020-02-12
AXON,45746,624269,SH,,NORGES BANK,2020-02-12
AX,18860,622851,SH,,NORGES BANK,2020-02-12
AZUL,13704,320189,SH,,NORGES BANK,2020-02-12
BGS,8092,451335,SH,,NORGES BANK,2020-02-12
BCE,142032,3065562,SH,,NORGES BANK,2020-02-12
05541T101,16513,2780048,SH,,NORGES BANK,2020-02-12
BJ,32638,1435272,SH,,NORGES BANK,2020-02-12
BOKF,29572,338358,SH,,NORGES BANK,2020-02-12
BP,23108,612282,SH,,NORGES BANK,2020-02-12
DOOO,28715,630259,SH,,NORGES BANK,2020-02-12
BWIN,482,30000,SH,,NORGES BANK,2020-02-12
05591B109,27196,947943,SH,,NORGES BANK,2020-02-12
BMI,38127,587208,SH,,NORGES BANK,2020-02-12
BIDU,469811,3716860,SH,,NORGES BANK,2020-02-12
BKR,203627,7944854,SH,,NORGES BANK,2020-02-12
BCPC,55285,543981,SH,,NORGES BANK,2020-02-12
BALL,190949,2952664,SH,,NORGES BANK,2020-02-12
BANF,16163,258855,SH,,NORGES BANK,2020-02-12
BBVA,2735,490133,SH,,NORGES BANK,2020-02-12
05969B103,27120,4000000,SH,,NORGES BANK,2020-02-12
05971J102,32213,1025553,SH,,NORGES BANK,2020-02-12
BAC,3442092,97731165,SH,,NORGES BANK,2020-02-12
BOH,42724,448971,SH,,NORGES BANK,2020-02-12
BMO,484328,6356788,SH,,NORGES BANK,2020-02-12
BK,446977,8880928,SH,,NORGES BANK,2020-02-12
BNS,776885,13752685,SH,,NORGES BANK,2020-02-12
OZK,46149,1512830,SH,,NORGES BANK,2020-02-12
BKU,42690,1167670,SH,,NORGES BANK,2020-02-12
BANR,24192,427488,SH,,NORGES BANK,2020-02-12
BZUN,6152,185736,SH,,NORGES BANK,2020-02-12
B,35917,579684,SH,,NORGES BANK,2020-02-12
BHC,126441,3424703,SH,,NORGES BANK,2020-02-12
BAX,594377,7108075,SH,,NORGES BANK,2020-02-12
BTE,10313,7161119,SH,,NORGES BANK,2020-02-12
BECN,24189,756394,SH,,NORGES BANK,2020-02-12
BDX,622474,2288759,SH,,NORGES BANK,2020-02-12
075896100,42426,2452347,SH,,NORGES BANK,2020-02-12
BGNE,67449,406908,SH,,NORGES BANK,2020-02-12
BDC,25020,454912,SH,,NORGES BANK,2020-02-12
079823100,21359,1003223,SH,,NORGES BANK,2020-02-12
BHE,29848,868676,SH,,NORGES BANK,2020-02-12
08180D106,626,28533,SH,,NORGES BANK,2020-02-12
WRB,97047,1404448,SH,,NORGES BANK,2020-02-12
BRK/A,2420598,7128,SH,,NORGES BANK,2020-02-12
BRK/B,2249571,9931879,SH,,NORGES BANK,2020-02-12
BHLB,18392,559360,SH,,NORGES BANK,2020-02-12
55608B105,18535,432662,SH,,NORGES BANK,2020-02-12
M,59637,3508037,SH,,NORGES BANK,2020-02-12
SHOO,54403,1264881,SH,,NORGES BANK,2020-02-12
MSGS,62932,213915,SH,,NORGES BANK,2020-02-12
MDGL,11712,128545,SH,,NORGES BANK,2020-02-12
559079207,27386,349985,SH,,NORGES BANK,2020-02-12
MGA,238818,3464125,SH,,NORGES BANK,2020-02-12
MANH,86109,1079739,SH,,NORGES BANK,2020-02-12
MTW,461,26331,SH,,NORGES BANK,2020-02-12
MAN,80536,829409,SH,,NORGES BANK,2020-02-12
564563104,33337,417343,SH,,NORGES BANK,2020-02-12
MFC,432646,21345151,SH,,NORGES BANK,2020-02-12
MRO,116241,8559720,SH,,NORGES BANK,2020-02-12
MPC,421784,7000572,SH,,NORGES BANK,2020-02-12
MMI,14110,378781,SH,,NORGES BANK,2020-02-12
MCS,5701,179447,SH,,NORGES BANK,2020-02-12
MKL,124345,108772,SH,,NORGES BANK,2020-02-12
MKTX,159554,420865,SH,,NORGES BANK,2020-02-12
VAC,49124,381519,SH,,NORGES BANK,2020-02-12
MMC,457278,4104465,SH,,NORGES BANK,2020-02-12
MAR,413675,2731790,SH,,NORGES BANK,2020-02-12
MLM,157330,562615,SH,,NORGES BANK,2020-02-12
MAS,156765,3266622,SH,,NORGES BANK,2020-02-12
MASI,70588,446591,SH,,NORGES BANK,2020-02-12
575385109,31278,433152,SH,,NORGES BANK,2020-02-12
MTZ,56043,873487,SH,,NORGES BANK,2020-02-12
MA,2754179,9223950,SH,,NORGES BANK,2020-02-12
MTDR,6797,378256,SH,,NORGES BANK,2020-02-12
MTRN,27421,461249,SH,,NORGES BANK,2020-02-12
MATX,6924,169715,SH,,NORGES BANK,2020-02-12
MAT,36264,2676312,SH,,NORGES BANK,2020-02-12
MATW,14474,379201,SH,,NORGES BANK,2020-02-12
57772K101,177281,2882142,SH,,NORGES BANK,2020-02-12
MXL,32111,1513228,SH,,NORGES BANK,2020-02-12
MMS,56359,757611,SH,,NORGES BANK,2020-02-12
MKC,168682,993825,SH,,NORGES BANK,2020-02-12
580037703,349,515865,SH,,NORGES BANK,2020-02-12
MCD,1579988,7995485,SH,,NORGES BANK,2020-02-12
MGRC,27707,362000,SH,,NORGES BANK,2020-02-12
MCK,272827,1972434,SH,,NORGES BANK,2020-02-12
584021109,778,25000,SH,,NORGES BANK,2020-02-12
MPW,112938,5349968,SH,,NORGES BANK,2020-02-12
584688105,48151,566881,SH,,NORGES BANK,2020-02-12
MED,15227,138958,SH,,NORGES BANK,2020-02-12
MD,28748,1034483,SH,,NORGES BANK,2020-02-12
MEDP,33391,397225,SH,,NORGES BANK,2020-02-12
MELI,270145,472331,SH,,NORGES BANK,2020-02-12
MRK,2503956,27531123,SH,,NORGES BANK,2020-02-12
MRCY,36917,534178,SH,,NORGES BANK,2020-02-12
MCY,29322,601733,SH,,NORGES BANK,2020-02-12
589433101,14328,441282,SH,,NORGES BANK,2020-02-12
589584101,2746,281050,SH,,NORGES BANK,2020-02-12
MMSI,19125,612574,SH,,NORGES BANK,2020-02-12
MTH,26673,436468,SH,,NORGES BANK,2020-02-12
59001K100,30168,1151898,SH,,NORGES BANK,2020-02-12
MEOH,51606,1029032,SH,,NORGES BANK,2020-02-12
MEI,29003,737054,SH,,NORGES BANK,2020-02-12
MET,478086,9379758,SH,,NORGES BANK,2020-02-12
MTD,170192,214542,SH,,NORGES BANK,2020-02-12
59408Q106,14424,1783002,SH,,NORGES BANK,2020-02-12
594837403,29652,2113499,SH,,NORGES BANK,2020-02-12
MSFT,12315435,78094070,SH,,NORGES BANK,2020-02-12
MSTR,22116,155058,SH,,NORGES BANK,2020-02-12
MCHP,213432,2038123,SH,,NORGES BANK,2020-02-12
MU,651802,12119789,SH,,NORGES BANK,2020-02-12
MAA,149018,1130122,SH,,NORGES BANK,2020-02-12
MIDD,49617,453037,SH,,NORGES BANK,2020-02-12
MLKN,40307,967765,SH,,NORGES BANK,2020-02-12
BERY,69592,1465404,SH,,NORGES BANK,2020-02-12
BBY,247638,2820476,SH,,NORGES BANK,2020-02-12
08653C106,10286,1849916,SH,,NORGES BANK,2020-02-12
BHP,30896,564718,SH,,NORGES BANK,2020-02-12
BYND,29537,390696,SH,,NORGES BANK,2020-02-12
BIG,14681,511188,SH,,NORGES BANK,2020-02-12
BILI,29501,1584370,SH,,NORGES BANK,2020-02-12
BILL,4093,107576,SH,,NORGES BANK,2020-02-12
BIO,78177,211271,SH,,NORGES BANK,2020-02-12
BMRN,148203,1752841,SH,,NORGES BANK,2020-02-12
BIIB,716195,2413625,SH,,NORGES BANK,2020-02-12
090672106,19690,425275,SH,,NORGES BANK,2020-02-12
TECH,95918,436965,SH,,NORGES BANK,2020-02-12
091727107,7525,507082,SH,,NORGES BANK,2020-02-12
BJRI,13680,360386,SH,,NORGES BANK,2020-02-12
09215C105,89515,1388253,SH,,NORGES BANK,2020-02-12
BLKB,59565,748309,SH,,NORGES BANK,2020-02-12
BB,32268,5018436,SH,,NORGES BANK,2020-02-12
BL,20723,401916,SH,,NORGES BANK,2020-02-12
BLK,1218129,2423172,SH,,NORGES BANK,2020-02-12
BXMT,53670,1441958,SH,,NORGES BANK,2020-02-12
HRB,51060,2174601,SH,,NORGES BANK,2020-02-12
BLMN,39998,1812332,SH,,NORGES BANK,2020-02-12
095229100,17298,661749,SH,,NORGES BANK,2020-02-12
BLUE,41636,474488,SH,,NORGES BANK,2020-02-12
BPMC,79919,997612,SH,,NORGES BANK,2020-02-12
BCC,32071,877938,SH,,NORGES BANK,2020-02-12
BKNG,920496,448207,SH,,NORGES BANK,2020-02-12
BOOT,8891,199655,SH,,NORGES BANK,2020-02-12
BAH,94642,1330554,SH,,NORGES BANK,2020-02-12
BWA,93920,2165054,SH,,NORGES BANK,2020-02-12
SAM,34301,90779,SH,,NORGES BANK,2020-02-12
101119105,12284,1021129,SH,,NORGES BANK,2020-02-12
BXP,1797357,13037554,SH,,NORGES BANK,2020-02-12
BSX,671833,14856997,SH,,NORGES BANK,2020-02-12
101388106,26613,496511,SH,,NORGES BANK,2020-02-12
BOX,27939,1665035,SH,,NORGES BANK,2020-02-12
BYD,28231,942927,SH,,NORGES BANK,2020-02-12
BRC,57792,1009283,SH,,NORGES BANK,2020-02-12
BDN,34926,2217538,SH,,NORGES BANK,2020-02-12
BRFS,10817,1243370,SH,,NORGES BANK,2020-02-12
BAK,2960,200000,SH,,NORGES BANK,2020-02-12
BBIO,4270,121817,SH,,NORGES BANK,2020-02-12
109043109,1202,180420,SH,,NORGES BANK,2020-02-12
BFAM,70406,468469,SH,,NORGES BANK,2020-02-12
BHF,59231,1509835,SH,,NORGES BANK,2020-02-12
BSIG,18255,1786175,SH,,NORGES BANK,2020-02-12
EAT,23056,548958,SH,,NORGES BANK,2020-02-12
BCO,48432,534093,SH,,NORGES BANK,2020-02-12
BMY,1737118,27062132,SH,,NORGES BANK,2020-02-12
110122157,15521,5156121,SH,,NORGES BANK,2020-02-12
BRX,70253,3250971,SH,,NORGES BANK,2020-02-12
BR,135947,1100429,SH,,NORGES BANK,2020-02-12
AVGO,1159267,3668334,SH,,NORGES BANK,2020-02-12
BKD,21444,2949655,SH,,NORGES BANK,2020-02-12
112585104,572855,8527292,SH,,NORGES BANK,2020-02-12
11282X103,30716,1665281,SH,,NORGES BANK,2020-02-12
BRKL,15224,924888,SH,,NORGES BANK,2020-02-12
AZTA,39389,938730,SH,,NORGES BANK,2020-02-12
BRO,91157,2308937,SH,,NORGES BANK,2020-02-12
BF/A,958,15267,SH,,NORGES BANK,2020-02-12
BF/B,161394,2387488,SH,,NORGES BANK,2020-02-12
BRKR,77325,1517073,SH,,NORGES BANK,2020-02-12
BC,58376,973251,SH,,NORGES BANK,2020-02-12
BTG,58256,11181652,SH,,NORGES BANK,2020-02-12
BKE,12787,472890,SH,,NORGES BANK,2020-02-12
BLDR,38100,1499414,SH,,NORGES BANK,2020-02-12
MTX,25366,440150,SH,,NORGES BANK,2020-02-12
60468T105,45258,351216,SH,,NORGES BANK,2020-02-12
60740F105,17898,472131,SH,,NORGES BANK,2020-02-12
MRNA,10884,556427,SH,,NORGES BANK,2020-02-12
MOD,3739,485569,SH,,NORGES BANK,2020-02-12
MC,18105,567204,SH,,NORGES BANK,2020-02-12
MHK,83286,610693,SH,,NORGES BANK,2020-02-12
MOH,79846,588443,SH,,NORGES BANK,2020-02-12
TAP,83272,1544940,SH,,NORGES BANK,2020-02-12
60877T100,43646,2212165,SH,,NORGES BANK,2020-02-12
60879B107,50378,1503814,SH,,NORGES BANK,2020-02-12
MDLZ,811074,14725374,SH,,NORGES BANK,2020-02-12
MDB,47882,363814,SH,,NORGES BANK,2020-02-12
MPWR,73489,412813,SH,,NORGES BANK,2020-02-12
MNRO,27349,349734,SH,,NORGES BANK,2020-02-12
MNST,258650,4070022,SH,,NORGES BANK,2020-02-12
MCO,364459,1535148,SH,,NORGES BANK,2020-02-12
MOG/A,34192,400701,SH,,NORGES BANK,2020-02-12
MS,675692,13217756,SH,,NORGES BANK,2020-02-12
MORN,40186,265586,SH,,NORGES BANK,2020-02-12
MOS,227080,10493513,SH,,NORGES BANK,2020-02-12
MSI,266399,1653217,SH,,NORGES BANK,2020-02-12
MLI,23549,741707,SH,,NORGES BANK,2020-02-12
MWA,53971,4505125,SH,,NORGES BANK,2020-02-12
MUR,63304,2362095,SH,,NORGES BANK,2020-02-12
MUSA,47876,409194,SH,,NORGES BANK,2020-02-12
MYE,11916,714376,SH,,NORGES BANK,2020-02-12
MYGN,24362,894689,SH,,NORGES BANK,2020-02-12
62857M105,53182,729672,SH,,NORGES BANK,2020-02-12
NBTB,11648,287183,SH,,NORGES BANK,2020-02-12
VYX,52738,1499933,SH,,NORGES BANK,2020-02-12
62914B100,43552,1948620,SH,,NORGES BANK,2020-02-12
NIO,1085,269905,SH,,NORGES BANK,2020-02-12
NMIH,42625,1284665,SH,,NORGES BANK,2020-02-12
NNBR,3256,352008,SH,,NORGES BANK,2020-02-12
NVR,135073,35467,SH,,NORGES BANK,2020-02-12
NDAQ,124492,1162393,SH,,NORGES BANK,2020-02-12
NTRA,20893,620148,SH,,NORGES BANK,2020-02-12
FIZZ,5312,104108,SH,,NORGES BANK,2020-02-12
635309107,1706,234059,SH,,NORGES BANK,2020-02-12
NFG,38390,824877,SH,,NORGES BANK,2020-02-12
636220303,25458,1151953,SH,,NORGES BANK,2020-02-12
NHI,43207,530279,SH,,NORGES BANK,2020-02-12
636518102,47819,1129394,SH,,NORGES BANK,2020-02-12
637071101,70389,2809933,SH,,NORGES BANK,2020-02-12
NPK,3064,34669,SH,,NORGES BANK,2020-02-12
NNN,86963,1621842,SH,,NORGES BANK,2020-02-12
NSA,25676,763699,SH,,NORGES BANK,2020-02-12
EYE,22688,699602,SH,,NORGES BANK,2020-02-12
639050103,14533,440525,SH,,NORGES BANK,2020-02-12
63934E108,9794,338436,SH,,NORGES BANK,2020-02-12
640079109,18310,259970,SH,,NORGES BANK,2020-02-12
NKTR,52495,2432006,SH,,NORGES BANK,2020-02-12
NNI,26492,454881,SH,,NORGES BANK,2020-02-12
NEOG,61007,934823,SH,,NORGES BANK,2020-02-12
NEO,24693,844190,SH,,NORGES BANK,2020-02-12
NTAP,183336,2945163,SH,,NORGES BANK,2020-02-12
NFLX,1195984,3696214,SH,,NORGES BANK,2020-02-12
NTES,287570,937810,SH,,NORGES BANK,2020-02-12
NTGR,7312,298319,SH,,NORGES BANK,2020-02-12
NTCT,30267,1257438,SH,,NORGES BANK,2020-02-12
NBIX,84478,785914,SH,,NORGES BANK,2020-02-12
NVRO,27803,236539,SH,,NORGES BANK,2020-02-12
NJR,29223,655663,SH,,NORGES BANK,2020-02-12
PSMT,17615,248023,SH,,NORGES BANK,2020-02-12
PRIM,17515,787555,SH,,NORGES BANK,2020-02-12
PRI,58186,445661,SH,,NORGES BANK,2020-02-12
PFG,160377,2915943,SH,,NORGES BANK,2020-02-12
BURL,152097,667006,SH,,NORGES BANK,2020-02-12
CAE,70784,2673372,SH,,NORGES BANK,2020-02-12
CBZ,24686,915640,SH,,NORGES BANK,2020-02-12
CBOE,109411,911758,SH,,NORGES BANK,2020-02-12
CBRE,219422,3580069,SH,,NORGES BANK,2020-02-12
12508E101,79895,1461132,SH,,NORGES BANK,2020-02-12
CDW,218917,1532601,SH,,NORGES BANK,2020-02-12
CF,72347,1515438,SH,,NORGES BANK,2020-02-12
GIB,221679,2648776,SH,,NORGES BANK,2020-02-12
CHRW,100417,1284111,SH,,NORGES BANK,2020-02-12
CI,778675,3807888,SH,,NORGES BANK,2020-02-12
125581801,54742,1199698,SH,,NORGES BANK,2020-02-12
CME,645732,3217077,SH,,NORGES BANK,2020-02-12
CMS,118033,1878309,SH,,NORGES BANK,2020-02-12
CNA,20189,450541,SH,,NORGES BANK,2020-02-12
CNO,48718,2687159,SH,,NORGES BANK,2020-02-12
CSGS,33665,650160,SH,,NORGES BANK,2020-02-12
CSX,540380,7467933,SH,,NORGES BANK,2020-02-12
CTS,14347,478083,SH,,NORGES BANK,2020-02-12
CNX,21981,2483711,SH,,NORGES BANK,2020-02-12
CVBF,24655,1142483,SH,,NORGES BANK,2020-02-12
CVI,18594,459895,SH,,NORGES BANK,2020-02-12
CVS,955672,12864077,SH,,NORGES BANK,2020-02-12
CABA,908,65000,SH,,NORGES BANK,2020-02-12
CABO,88449,59423,SH,,NORGES BANK,2020-02-12
CBT,38279,805530,SH,,NORGES BANK,2020-02-12
CTRA,71559,4110197,SH,,NORGES BANK,2020-02-12
12709P103,93904,650666,SH,,NORGES BANK,2020-02-12
CACI,95392,381584,SH,,NORGES BANK,2020-02-12
WHD,4462,130000,SH,,NORGES BANK,2020-02-12
CDNS,166130,2395189,SH,,NORGES BANK,2020-02-12
12739A100,27567,1520509,SH,,NORGES BANK,2020-02-12
127686103,54554,4011300,SH,,NORGES BANK,2020-02-12
CALM,17318,405100,SH,,NORGES BANK,2020-02-12
CVGW,23656,261129,SH,,NORGES BANK,2020-02-12
CAL,19271,811394,SH,,NORGES BANK,2020-02-12
13057Q206,357,39581,SH,,NORGES BANK,2020-02-12
CWT,19262,373587,SH,,NORGES BANK,2020-02-12
MODG,20674,975209,SH,,NORGES BANK,2020-02-12
13123X102,18917,3916492,SH,,NORGES BANK,2020-02-12
CPT,95021,895575,SH,,NORGES BANK,2020-02-12
CCJ,36730,4132831,SH,,NORGES BANK,2020-02-12
CPB,85513,1730337,SH,,NORGES BANK,2020-02-12
GOOS,24779,684124,SH,,NORGES BANK,2020-02-12
CM,344681,4197144,SH,,NORGES BANK,2020-02-12
CNI,636605,7129444,SH,,NORGES BANK,2020-02-12
CNQ,375474,12142267,SH,,NORGES BANK,2020-02-12
13645T100,325118,1422366,SH,,NORGES BANK,2020-02-12
CSIQ,17646,798457,SH,,NORGES BANK,2020-02-12
CNNE,33340,896476,SH,,NORGES BANK,2020-02-12
138098108,38795,547182,SH,,NORGES BANK,2020-02-12
COF,509327,4949248,SH,,NORGES BANK,2020-02-12
CFFN,13165,958883,SH,,NORGES BANK,2020-02-12
14067E506,11104,1402066,SH,,NORGES BANK,2020-02-12
CARA,806,50000,SH,,NORGES BANK,2020-02-12
CAH,174321,3446444,SH,,NORGES BANK,2020-02-12
141619106,15700,323110,SH,,NORGES BANK,2020-02-12
CTRE,26722,1295292,SH,,NORGES BANK,2020-02-12
CARG,16632,472772,SH,,NORGES BANK,2020-02-12
CSL,95464,589868,SH,,NORGES BANK,2020-02-12
KMX,118534,1352049,SH,,NORGES BANK,2020-02-12
CCL,198637,3907862,SH,,NORGES BANK,2020-02-12
CRS,29865,599931,SH,,NORGES BANK,2020-02-12
CARS,12278,1004727,SH,,NORGES BANK,2020-02-12
CRI,56052,512635,SH,,NORGES BANK,2020-02-12
CWST,16111,350019,SH,,NORGES BANK,2020-02-12
CASY,81608,513290,SH,,NORGES BANK,2020-02-12
CTLT,83479,1482753,SH,,NORGES BANK,2020-02-12
74257L108,864,15769,SH,,NORGES BANK,2020-02-12
PRA,29844,825793,SH,,NORGES BANK,2020-02-12
PG,3338757,26731443,SH,,NORGES BANK,2020-02-12
PRGS,39233,944229,SH,,NORGES BANK,2020-02-12
PGR,466685,6446820,SH,,NORGES BANK,2020-02-12
PGNY,1429,52050,SH,,NORGES BANK,2020-02-12
PLD,477086,5352093,SH,,NORGES BANK,2020-02-12
743424103,56275,490288,SH,,NORGES BANK,2020-02-12
PRO,38772,647068,SH,,NORGES BANK,2020-02-12
PUMP,7464,663455,SH,,NORGES BANK,2020-02-12
PB,61987,862243,SH,,NORGES BANK,2020-02-12
PRLB,48493,477531,SH,,NORGES BANK,2020-02-12
PFS,23526,954404,SH,,NORGES BANK,2020-02-12
PRU,536603,5724374,SH,,NORGES BANK,2020-02-12
PEG,222627,3770151,SH,,NORGES BANK,2020-02-12
PSA,322798,1515766,SH,,NORGES BANK,2020-02-12
PHM,110791,2855451,SH,,NORGES BANK,2020-02-12
PBYI,3178,363202,SH,,NORGES BANK,2020-02-12
PSTG,35842,2094803,SH,,NORGES BANK,2020-02-12
QCRH,1170,26666,SH,,NORGES BANK,2020-02-12
KWR,23374,142072,SH,,NORGES BANK,2020-02-12
74733V100,15370,3415528,SH,,NORGES BANK,2020-02-12
74736A103,37453,690118,SH,,NORGES BANK,2020-02-12
QRVO,168070,1446015,SH,,NORGES BANK,2020-02-12
QTWO,51492,635076,SH,,NORGES BANK,2020-02-12
QCOM,1044613,11839659,SH,,NORGES BANK,2020-02-12
QLYS,34380,412382,SH,,NORGES BANK,2020-02-12
NX,9175,537168,SH,,NORGES BANK,2020-02-12
PWR,58726,1442550,SH,,NORGES BANK,2020-02-12
QD,7156,1519268,SH,,NORGES BANK,2020-02-12
DGX,148158,1387375,SH,,NORGES BANK,2020-02-12
74838J101,62815,837201,SH,,NORGES BANK,2020-02-12
74915J107,1533,449438,SH,,NORGES BANK,2020-02-12
QRTEA,31816,3774135,SH,,NORGES BANK,2020-02-12
RLI,33779,375235,SH,,NORGES BANK,2020-02-12
RLJ,34906,1969841,SH,,NORGES BANK,2020-02-12
RES,2977,568083,SH,,NORGES BANK,2020-02-12
RMR,10885,238496,SH,,NORGES BANK,2020-02-12
RH,45422,212749,SH,,NORGES BANK,2020-02-12
RPM,84922,1106332,SH,,NORGES BANK,2020-02-12
74971D101,17797,1183338,SH,,NORGES BANK,2020-02-12
RDN,59321,2357756,SH,,NORGES BANK,2020-02-12
750469207,7677,380798,SH,,NORGES BANK,2020-02-12
RMBS,22161,1608792,SH,,NORGES BANK,2020-02-12
RL,82297,702070,SH,,NORGES BANK,2020-02-12
RRC,10684,2202904,SH,,NORGES BANK,2020-02-12
RPD,19986,356767,SH,,NORGES BANK,2020-02-12
RAPT,828,30000,SH,,NORGES BANK,2020-02-12
754212108,26159,759114,SH,,NORGES BANK,2020-02-12
RJF,81500,911020,SH,,NORGES BANK,2020-02-12
RYN,60983,1861517,SH,,NORGES BANK,2020-02-12
755111507,622230,2831666,SH,,NORGES BANK,2020-02-12
RBC,30023,189612,SH,,NORGES BANK,2020-02-12
HOUS,15439,1594936,SH,,NORGES BANK,2020-02-12
75606N109,39873,741831,SH,,NORGES BANK,2020-02-12
O,223480,3035174,SH,,NORGES BANK,2020-02-12
75615P103,52194,255315,SH,,NORGES BANK,2020-02-12
RRR,16571,691914,SH,,NORGES BANK,2020-02-12
RDFN,12505,591510,SH,,NORGES BANK,2020-02-12
