Ticker,VALUE,SSHPRNAMT,SSHPRNAMTTYPE,PUTCALL,FILINGMANAGER_NAME,date
OFIX,4854,156116,SH,,NORGES BANK,2022-02-10
KIDS,1019,17018,SH,,NORGES BANK,2022-02-10
OSK,76742,680877,SH,,NORGES BANK,2022-02-10
OSIS,18211,195397,SH,,NORGES BANK,2022-02-10
OR,20944,1710148,SH,,NORGES BANK,2022-02-10
OTIS,335180,3849548,SH,,NORGES BANK,2022-02-10
OUT,36105,1346191,SH,,NORGES BANK,2022-02-10
BYON,9032,153052,SH,,NORGES BANK,2022-02-10
OMI,13318,306162,SH,,NORGES BANK,2022-02-10
OC,95105,1050880,SH,,NORGES BANK,2022-02-10
OXM,15889,156511,SH,,NORGES BANK,2022-02-10
PX,1354,96857,SH,,NORGES BANK,2022-02-10
PCAR,287028,3252077,SH,,NORGES BANK,2022-02-10
PACB,35326,1726569,SH,,NORGES BANK,2022-02-10
PPBI,34599,864334,SH,,NORGES BANK,2022-02-10
PCRX,23557,391508,SH,,NORGES BANK,2022-02-10
PKG,131412,965201,SH,,NORGES BANK,2022-02-10
695263103,49491,1095650,SH,,NORGES BANK,2022-02-10
69290Y109,7373,742500,SH,,NORGES BANK,2022-02-10
PD,21164,609022,SH,,NORGES BANK,2022-02-10
G68707101,47373,1806739,SH,,NORGES BANK,2022-02-10
PLTR,269158,14780767,SH,,NORGES BANK,2022-02-10
PANW,522352,938199,SH,,NORGES BANK,2022-02-10
PLMR,11461,176948,SH,,NORGES BANK,2022-02-10
PAAS,46616,1866885,SH,,NORGES BANK,2022-02-10
PZZA,43663,327134,SH,,NORGES BANK,2022-02-10
PGRE,165816,19882031,SH,,NORGES BANK,2022-02-10
699374302,356,79200,SH,,NORGES BANK,2022-02-10
PK,41649,2205980,SH,,NORGES BANK,2022-02-10
PH,720070,2263517,SH,,NORGES BANK,2022-02-10
PSN,13644,405463,SH,,NORGES BANK,2022-02-10
PASG,425,67000,SH,,NORGES BANK,2022-02-10
PATK,19427,240760,SH,,NORGES BANK,2022-02-10
PDCO,13876,472770,SH,,NORGES BANK,2022-02-10
PTEN,15794,1869055,SH,,NORGES BANK,2022-02-10
PAYX,185510,1359045,SH,,NORGES BANK,2022-02-10
PAYC,156072,375905,SH,,NORGES BANK,2022-02-10
PCTY,89299,378131,SH,,NORGES BANK,2022-02-10
PYPL,1873879,9936783,SH,,NORGES BANK,2022-02-10
PBF,12380,954499,SH,,NORGES BANK,2022-02-10
69325Q105,61,10800,SH,,NORGES BANK,2022-02-10
PEB,29928,1337851,SH,,NORGES BANK,2022-02-10
PEGA,44643,399236,SH,,NORGES BANK,2022-02-10
PTON,74023,2069998,SH,,NORGES BANK,2022-02-10
PBA,124039,4086093,SH,,NORGES BANK,2022-02-10
PENN,74709,1440863,SH,,NORGES BANK,2022-02-10
PNTG,8109,351326,SH,,NORGES BANK,2022-02-10
PFSI,28297,405515,SH,,NORGES BANK,2022-02-10
PMT,17544,1012369,SH,,NORGES BANK,2022-02-10
PAG,11919,111162,SH,,NORGES BANK,2022-02-10
G7S00T104,117523,1609247,SH,,NORGES BANK,2022-02-10
PEN,100365,349315,SH,,NORGES BANK,2022-02-10
712704105,76305,4281992,SH,,NORGES BANK,2022-02-10
PEP,2180925,12554974,SH,,NORGES BANK,2022-02-10
PRFT,57318,443328,SH,,NORGES BANK,2022-02-10
PFGC,45362,988503,SH,,NORGES BANK,2022-02-10
RVTY,247666,1231799,SH,,NORGES BANK,2022-02-10
ATRC,30737,442072,SH,,NORGES BANK,2022-02-10
M15342104,3640,104079,SH,,NORGES BANK,2022-02-10
ADSK,1504904,5351912,SH,,NORGES BANK,2022-02-10
ATHM,19583,664280,SH,,NORGES BANK,2022-02-10
ALV,87591,847029,SH,,NORGES BANK,2022-02-10
ADP,566438,2297177,SH,,NORGES BANK,2022-02-10
AN,24087,206140,SH,,NORGES BANK,2022-02-10
AZO,420100,200392,SH,,NORGES BANK,2022-02-10
05338G106,82900,642090,SH,,NORGES BANK,2022-02-10
AVB,1499421,5936186,SH,,NORGES BANK,2022-02-10
AGR,57347,1149700,SH,,NORGES BANK,2022-02-10
AVNS,15630,450822,SH,,NORGES BANK,2022-02-10
AVTR,248301,5892298,SH,,NORGES BANK,2022-02-10
05351X101,16824,849698,SH,,NORGES BANK,2022-02-10
AVAH,1815,245272,SH,,NORGES BANK,2022-02-10
AVY,158267,730788,SH,,NORGES BANK,2022-02-10
AVDX,1761,116955,SH,,NORGES BANK,2022-02-10
AVNT,40952,731945,SH,,NORGES BANK,2022-02-10
CAR,82318,396962,SH,,NORGES BANK,2022-02-10
AVA,31178,733782,SH,,NORGES BANK,2022-02-10
AVT,40161,974084,SH,,NORGES BANK,2022-02-10
G0750C108,64174,1937607,SH,,NORGES BANK,2022-02-10
ACLS,21609,289816,SH,,NORGES BANK,2022-02-10
G0692U109,43634,801059,SH,,NORGES BANK,2022-02-10
AXGN,109,11635,SH,,NORGES BANK,2022-02-10
AXON,98951,630263,SH,,NORGES BANK,2022-02-10
AXNX,22834,407745,SH,,NORGES BANK,2022-02-10
AX,28392,507811,SH,,NORGES BANK,2022-02-10
AXSM,7266,192329,SH,,NORGES BANK,2022-02-10
AZEK,30146,651945,SH,,NORGES BANK,2022-02-10
AZTA,99642,966368,SH,,NORGES BANK,2022-02-10
AZZ,15536,280983,SH,,NORGES BANK,2022-02-10
BGS,15603,507748,SH,,NORGES BANK,2022-02-10
BTG,45659,11588771,SH,,NORGES BANK,2022-02-10
G07031100,2614,448331,SH,,NORGES BANK,2022-02-10
BMI,25543,239710,SH,,NORGES BANK,2022-02-10
BIDU,364024,2446561,SH,,NORGES BANK,2022-02-10
BKR,501229,20832453,SH,,NORGES BANK,2022-02-10
BCPC,50016,296654,SH,,NORGES BANK,2022-02-10
BALL,215303,2236450,SH,,NORGES BANK,2022-02-10
BLDP,26666,2123095,SH,,NORGES BANK,2022-02-10
BANF,11666,165338,SH,,NORGES BANK,2022-02-10
CIB,7740,245000,SH,,NORGES BANK,2022-02-10
BAND,15654,218137,SH,,NORGES BANK,2022-02-10
BOH,28375,338763,SH,,NORGES BANK,2022-02-10
BMO,666860,6189262,SH,,NORGES BANK,2022-02-10
BK,555083,9557213,SH,,NORGES BANK,2022-02-10
BNS,760634,10736220,SH,,NORGES BANK,2022-02-10
G0772R208,18605,488187,SH,,NORGES BANK,2022-02-10
OZK,53315,1145827,SH,,NORGES BANK,2022-02-10
BKU,41640,984160,SH,,NORGES BANK,2022-02-10
BANR,22368,368675,SH,,NORGES BANK,2022-02-10
B,23555,505574,SH,,NORGES BANK,2022-02-10
BBWI,174496,2500296,SH,,NORGES BANK,2022-02-10
BHC,94276,3411394,SH,,NORGES BANK,2022-02-10
BAX,476431,5550220,SH,,NORGES BANK,2022-02-10
BCE,81606,1567378,SH,,NORGES BANK,2022-02-10
BECN,29982,522791,SH,,NORGES BANK,2022-02-10
BEAM,22526,282666,SH,,NORGES BANK,2022-02-10
BDX,663055,2636610,SH,,NORGES BANK,2022-02-10
075896100,2902,199034,SH,,NORGES BANK,2022-02-10
BGNE,93834,346341,SH,,NORGES BANK,2022-02-10
BDC,6874,104583,SH,,NORGES BANK,2022-02-10
BHE,9937,366667,SH,,NORGES BANK,2022-02-10
084310101,7963,438004,SH,,NORGES BANK,2022-02-10
WRB,101019,1226103,SH,,NORGES BANK,2022-02-10
BRK/A,3042870,6752,SH,,NORGES BANK,2022-02-10
BRK/B,1859280,6218328,SH,,NORGES BANK,2022-02-10
G97822103,19723,507014,SH,,NORGES BANK,2022-02-10
PSNL,1424,99800,SH,,NORGES BANK,2022-02-10
WOOF,44989,2273326,SH,,NORGES BANK,2022-02-10
PFE,3351891,56763604,SH,,NORGES BANK,2022-02-10
PCG,103904,8558775,SH,,NORGES BANK,2022-02-10
PHAT,12996,660690,SH,,NORGES BANK,2022-02-10
PSX,276446,3815149,SH,,NORGES BANK,2022-02-10
PECO,548,16579,SH,,NORGES BANK,2022-02-10
PHR,6504,156130,SH,,NORGES BANK,2022-02-10
71943U104,38045,2020430,SH,,NORGES BANK,2022-02-10
PLL,1027,19574,SH,,NORGES BANK,2022-02-10
PDM,23721,1290566,SH,,NORGES BANK,2022-02-10
PPC,12434,440905,SH,,NORGES BANK,2022-02-10
PDD,266519,4571518,SH,,NORGES BANK,2022-02-10
PNFP,70586,739123,SH,,NORGES BANK,2022-02-10
PNW,82655,1170916,SH,,NORGES BANK,2022-02-10
PINS,178278,4904479,SH,,NORGES BANK,2022-02-10
PIPR,33976,190330,SH,,NORGES BANK,2022-02-10
PXLW,1250,284000,SH,,NORGES BANK,2022-02-10
PAGP,6310,622299,SH,,NORGES BANK,2022-02-10
PLNT,73431,810674,SH,,NORGES BANK,2022-02-10
727493108,10547,359468,SH,,NORGES BANK,2022-02-10
N70544106,4146,519500,SH,,NORGES BANK,2022-02-10
AGS,1156,170300,SH,,NORGES BANK,2022-02-10
PLTK,9109,526808,SH,,NORGES BANK,2022-02-10
PLXS,27891,290866,SH,,NORGES BANK,2022-02-10
PLUG,208732,7393970,SH,,NORGES BANK,2022-02-10
PNC,809193,4035475,SH,,NORGES BANK,2022-02-10
PII,55198,502210,SH,,NORGES BANK,2022-02-10
POOL,200159,353637,SH,,NORGES BANK,2022-02-10
BPOP,65064,793081,SH,,NORGES BANK,2022-02-10
POR,26240,495834,SH,,NORGES BANK,2022-02-10
POST,28221,250339,SH,,NORGES BANK,2022-02-10
PCH,105693,1755109,SH,,NORGES BANK,2022-02-10
POWI,44698,481191,SH,,NORGES BANK,2022-02-10
PWSC,3036,184346,SH,,NORGES BANK,2022-02-10
PPG,275588,1598169,SH,,NORGES BANK,2022-02-10
PPL,68114,2265931,SH,,NORGES BANK,2022-02-10
PRAA,19305,384482,SH,,NORGES BANK,2022-02-10
PGEN,1872,504590,SH,,NORGES BANK,2022-02-10
PFBC,4035,56200,SH,,NORGES BANK,2022-02-10
PRLD,311,25000,SH,,NORGES BANK,2022-02-10
PINC,47599,1156158,SH,,NORGES BANK,2022-02-10
PBH,28499,469885,SH,,NORGES BANK,2022-02-10
74139C102,26236,1860964,SH,,NORGES BANK,2022-02-10
TROW,387395,1970074,SH,,NORGES BANK,2022-02-10
PRI,51437,335600,SH,,NORGES BANK,2022-02-10
PRMW,29309,1662071,SH,,NORGES BANK,2022-02-10
PRIM,5176,215856,SH,,NORGES BANK,2022-02-10
PFG,202576,2800722,SH,,NORGES BANK,2022-02-10
PRVA,6654,257222,SH,,NORGES BANK,2022-02-10
PRA,13671,540336,SH,,NORGES BANK,2022-02-10
PCOR,38885,486250,SH,,NORGES BANK,2022-02-10
PG,3726603,22781531,SH,,NORGES BANK,2022-02-10
PRG,29803,660668,SH,,NORGES BANK,2022-02-10
PRGS,22215,460223,SH,,NORGES BANK,2022-02-10
PGR,560913,5464322,SH,,NORGES BANK,2022-02-10
PGNY,11466,227728,SH,,NORGES BANK,2022-02-10
PLD,1172128,6962036,SH,,NORGES BANK,2022-02-10
74349U108,23939,605444,SH,,NORGES BANK,2022-02-10
PUMP,218,26958,SH,,NORGES BANK,2022-02-10
PRO,9518,275957,SH,,NORGES BANK,2022-02-10
PB,58322,806665,SH,,NORGES BANK,2022-02-10
G72800108,3794,76800,SH,,NORGES BANK,2022-02-10
PRLB,21876,426011,SH,,NORGES BANK,2022-02-10
PFS,19561,807628,SH,,NORGES BANK,2022-02-10
PRU,283466,2618862,SH,,NORGES BANK,2022-02-10
BHLB,13618,479003,SH,,NORGES BANK,2022-02-10
BERY,115332,1563191,SH,,NORGES BANK,2022-02-10
BBY,251898,2479308,SH,,NORGES BANK,2022-02-10
08653C106,1267,1487598,SH,,NORGES BANK,2022-02-10
BYND,38257,587119,SH,,NORGES BANK,2022-02-10
05541T101,13205,2839777,SH,,NORGES BANK,2022-02-10
BHP,62669,1038432,SH,,NORGES BANK,2022-02-10
05545E209,214622,3590801,SH,,NORGES BANK,2022-02-10
BIG,13752,305266,SH,,NORGES BANK,2022-02-10
BIGC,2796,79044,SH,,NORGES BANK,2022-02-10
BILI,125405,2702688,SH,,NORGES BANK,2022-02-10
BILL,185970,746419,SH,,NORGES BANK,2022-02-10
BIO,161153,213286,SH,,NORGES BANK,2022-02-10
BCRX,9940,717674,SH,,NORGES BANK,2022-02-10
BIIB,373125,1555205,SH,,NORGES BANK,2022-02-10
G11196105,55500,402732,SH,,NORGES BANK,2022-02-10
BMRN,207582,2349540,SH,,NORGES BANK,2022-02-10
TECH,190000,367264,SH,,NORGES BANK,2022-02-10
BJ,45233,675424,SH,,NORGES BANK,2022-02-10
BAC,3938246,88519806,SH,,NORGES BANK,2022-02-10
BDTX,1121,210300,SH,,NORGES BANK,2022-02-10
09215C105,116716,1408089,SH,,NORGES BANK,2022-02-10
BLKB,33174,420030,SH,,NORGES BANK,2022-02-10
BB,30547,3266641,SH,,NORGES BANK,2022-02-10
BL,47343,457248,SH,,NORGES BANK,2022-02-10
BLK,1230851,1344370,SH,,NORGES BANK,2022-02-10
BX,831839,6428927,SH,,NORGES BANK,2022-02-10
BXMT,44842,1464470,SH,,NORGES BANK,2022-02-10
BLND,591,80481,SH,,NORGES BANK,2022-02-10
HRB,45227,1919641,SH,,NORGES BANK,2022-02-10
SQ,339064,2099335,SH,,NORGES BANK,2022-02-10
BE,74217,3384286,SH,,NORGES BANK,2022-02-10
BLMN,17935,854878,SH,,NORGES BANK,2022-02-10
095229100,7537,435136,SH,,NORGES BANK,2022-02-10
OWL,13327,893800,SH,,NORGES BANK,2022-02-10
BLUE,4128,413232,SH,,NORGES BANK,2022-02-10
BPMC,86351,806188,SH,,NORGES BANK,2022-02-10
BCC,24887,349541,SH,,NORGES BANK,2022-02-10
TXG,109597,735751,SH,,NORGES BANK,2022-02-10
68269G107,26184,1490287,SH,,NORGES BANK,2022-02-10
SRCE,6303,127080,SH,,NORGES BANK,2022-02-10
TSVT,3045,118793,SH,,NORGES BANK,2022-02-10
90214J101,13369,666118,SH,,NORGES BANK,2022-02-10
QFIN,50984,2223449,SH,,NORGES BANK,2022-02-10
DDD,19997,928354,SH,,NORGES BANK,2022-02-10
MMM,596325,3357121,SH,,NORGES BANK,2022-02-10
316827104,16363,334416,SH,,NORGES BANK,2022-02-10
EGHT,29146,1739043,SH,,NORGES BANK,2022-02-10
AAON,26480,333373,SH,,NORGES BANK,2022-02-10
AIR,12289,314865,SH,,NORGES BANK,2022-02-10
ABT,2290723,16276274,SH,,NORGES BANK,2022-02-10
ABBV,2433269,17970964,SH,,NORGES BANK,2022-02-10
ABCL,4081,285369,SH,,NORGES BANK,2022-02-10
ANF,11660,334767,SH,,NORGES BANK,2022-02-10
003654100,136689,380570,SH,,NORGES BANK,2022-02-10
ABM,29428,720387,SH,,NORGES BANK,2022-02-10
ASO,25675,584856,SH,,NORGES BANK,2022-02-10
ACAD,25165,1078199,SH,,NORGES BANK,2022-02-10
AKR,18662,854882,SH,,NORGES BANK,2022-02-10
G1151C101,2346198,5659626,SH,,NORGES BANK,2022-02-10
ACCO,7097,859157,SH,,NORGES BANK,2022-02-10
ACCD,8250,312983,SH,,NORGES BANK,2022-02-10
ACIW,38138,1099070,SH,,NORGES BANK,2022-02-10
ACMR,14632,171600,SH,,NORGES BANK,2022-02-10
00507V109,507115,7622355,SH,,NORGES BANK,2022-02-10
AYI,93889,443460,SH,,NORGES BANK,2022-02-10
GOLF,18906,356177,SH,,NORGES BANK,2022-02-10
69360J107,36694,199240,SH,,NORGES BANK,2022-02-10
PTC,101089,834412,SH,,NORGES BANK,2022-02-10
PTCT,16515,414626,SH,,NORGES BANK,2022-02-10
PSA,735608,1963926,SH,,NORGES BANK,2022-02-10
PEG,84351,1264062,SH,,NORGES BANK,2022-02-10
LUNG,1311,40880,SH,,NORGES BANK,2022-02-10
PHM,156135,2731542,SH,,NORGES BANK,2022-02-10
PSTG,67556,2075446,SH,,NORGES BANK,2022-02-10
PVH,72130,676327,SH,,NORGES BANK,2022-02-10
QTWO,40470,509442,SH,,NORGES BANK,2022-02-10
N72482123,267905,4809051,SH,,NORGES BANK,2022-02-10
QRVO,170362,1089342,SH,,NORGES BANK,2022-02-10
KWR,23729,102823,SH,,NORGES BANK,2022-02-10
QCOM,2266923,12396364,SH,,NORGES BANK,2022-02-10
747601201,25686,725602,SH,,NORGES BANK,2022-02-10
QLYS,30263,220545,SH,,NORGES BANK,2022-02-10
KLAC,598653,1391860,SH,,NORGES BANK,2022-02-10
KNX,99312,1629669,SH,,NORGES BANK,2022-02-10
49926T104,3109,135510,SH,,NORGES BANK,2022-02-10
KN,24403,1045082,SH,,NORGES BANK,2022-02-10
KOD,23299,274816,SH,,NORGES BANK,2022-02-10
KSS,73802,1494269,SH,,NORGES BANK,2022-02-10
PHG,2939,79759,SH,,NORGES BANK,2022-02-10
KTB,18171,354547,SH,,NORGES BANK,2022-02-10
KFY,46147,609368,SH,,NORGES BANK,2022-02-10
M6372Q113,59000,387522,SH,,NORGES BANK,2022-02-10
KHC,134147,3736690,SH,,NORGES BANK,2022-02-10
50077C106,26455,571142,SH,,NORGES BANK,2022-02-10
KTOS,21446,1105450,SH,,NORGES BANK,2022-02-10
KR,236958,5235478,SH,,NORGES BANK,2022-02-10
KLIC,28639,473065,SH,,NORGES BANK,2022-02-10
KYMR,3439,54163,SH,,NORGES BANK,2022-02-10
KD,35711,1972987,SH,,NORGES BANK,2022-02-10
LHX,324398,1521280,SH,,NORGES BANK,2022-02-10
LZB,7341,202167,SH,,NORGES BANK,2022-02-10
50540R409,297582,947081,SH,,NORGES BANK,2022-02-10
LADR,13386,1116400,SH,,NORGES BANK,2022-02-10
LAKE,310,14300,SH,,NORGES BANK,2022-02-10
LRCX,1005096,1397617,SH,,NORGES BANK,2022-02-10
LAMR,103979,857203,SH,,NORGES BANK,2022-02-10
LW,24054,379526,SH,,NORGES BANK,2022-02-10
LANC,17812,107562,SH,,NORGES BANK,2022-02-10
LSTR,63739,356044,SH,,NORGES BANK,2022-02-10
LVS,86309,2293010,SH,,NORGES BANK,2022-02-10
LSCC,111581,1447970,SH,,NORGES BANK,2022-02-10
EL,858734,2319649,SH,,NORGES BANK,2022-02-10
LAUR,11597,947443,SH,,NORGES BANK,2022-02-10
G54050102,60393,1384206,SH,,NORGES BANK,2022-02-10
LCII,32114,206031,SH,,NORGES BANK,2022-02-10
LEA,70857,387302,SH,,NORGES BANK,2022-02-10
LEG,54747,1330114,SH,,NORGES BANK,2022-02-10
LDOS,129480,1456473,SH,,NORGES BANK,2022-02-10
LMND,7563,179607,SH,,NORGES BANK,2022-02-10
LC,6969,288200,SH,,NORGES BANK,2022-02-10
TREE,10923,89093,SH,,NORGES BANK,2022-02-10
LEN,307260,2645147,SH,,NORGES BANK,2022-02-10
LEN/B,23306,243731,SH,,NORGES BANK,2022-02-10
LII,103119,317915,SH,,NORGES BANK,2022-02-10
LESL,32284,1364495,SH,,NORGES BANK,2022-02-10
LX,3542,917563,SH,,NORGES BANK,2022-02-10
LGIH,19846,128471,SH,,NORGES BANK,2022-02-10
50187A107,30995,225861,SH,,NORGES BANK,2022-02-10
LI,98126,3056877,SH,,NORGES BANK,2022-02-10
LBRDA,76311,474278,SH,,NORGES BANK,2022-02-10
LBRDK,166078,1030898,SH,,NORGES BANK,2022-02-10
G5480U104,83170,2998193,SH,,NORGES BANK,2022-02-10
G5480U120,77245,2749913,SH,,NORGES BANK,2022-02-10
ACVA,942,50000,SH,,NORGES BANK,2022-02-10
IVVD,1388,191230,SH,,NORGES BANK,2022-02-10
AHCO,11767,481083,SH,,NORGES BANK,2022-02-10
ADPT,29144,1038623,SH,,NORGES BANK,2022-02-10
L00849106,3191,415500,SH,,NORGES BANK,2022-02-10
G0084W101,24056,502419,SH,,NORGES BANK,2022-02-10
ADBE,2378829,4195022,SH,,NORGES BANK,2022-02-10
ADT,9487,1128121,SH,,NORGES BANK,2022-02-10
ATGE,14309,484054,SH,,NORGES BANK,2022-02-10
AAP,148460,618894,SH,,NORGES BANK,2022-02-10
WMS,76032,558527,SH,,NORGES BANK,2022-02-10
ARQ,228,34500,SH,,NORGES BANK,2022-02-10
AEIS,29747,326672,SH,,NORGES BANK,2022-02-10
AMD,1423132,9889729,SH,,NORGES BANK,2022-02-10
ADV,15267,1903630,SH,,NORGES BANK,2022-02-10
ACM,115975,1499357,SH,,NORGES BANK,2022-02-10
N00985106,85488,1306760,SH,,NORGES BANK,2022-02-10
AVTE,1197,101505,SH,,NORGES BANK,2022-02-10
AVAV,15718,253395,SH,,NORGES BANK,2022-02-10
AMG,60212,366008,SH,,NORGES BANK,2022-02-10
AFL,271422,4648433,SH,,NORGES BANK,2022-02-10
G01125106,2668,169853,SH,,NORGES BANK,2022-02-10
AGCO,130778,1127203,SH,,NORGES BANK,2022-02-10
A,455752,2854695,SH,,NORGES BANK,2022-02-10
00848J104,6647,287022,SH,,NORGES BANK,2022-02-10
AGL,22088,818059,SH,,NORGES BANK,2022-02-10
AGIO,6760,205646,SH,,NORGES BANK,2022-02-10
AGNC,82892,5511455,SH,,NORGES BANK,2022-02-10
AEM,126367,2377243,SH,,NORGES BANK,2022-02-10
ADC,50467,707213,SH,,NORGES BANK,2022-02-10
AL,44351,1002747,SH,,NORGES BANK,2022-02-10
APD,416266,1368126,SH,,NORGES BANK,2022-02-10
AIRS,4415,256839,SH,,NORGES BANK,2022-02-10
AKAM,151184,1291726,SH,,NORGES BANK,2022-02-10
AGI,31672,4114379,SH,,NORGES BANK,2022-02-10
ALRM,42348,499326,SH,,NORGES BANK,2022-02-10
ALK,25881,496764,SH,,NORGES BANK,2022-02-10
AIN,33373,377312,SH,,NORGES BANK,2022-02-10
ALB,185328,792779,SH,,NORGES BANK,2022-02-10
ACI,5011,165987,SH,,NORGES BANK,2022-02-10
AA,153481,2576049,SH,,NORGES BANK,2022-02-10
H01301128,974157,11001258,SH,,NORGES BANK,2022-02-10
ALEC,3594,174037,SH,,NORGES BANK,2022-02-10
ALEX,18730,746496,SH,,NORGES BANK,2022-02-10
ALX,4478,17205,SH,,NORGES BANK,2022-02-10
ARE,3007227,13487741,SH,,NORGES BANK,2022-02-10
AQN,125570,8687370,SH,,NORGES BANK,2022-02-10
BABA,65762,553600,SH,,NORGES BANK,2022-02-10
ALGN,486244,739894,SH,,NORGES BANK,2022-02-10
ALHC,2461,175040,SH,,NORGES BANK,2022-02-10
G01767105,60460,2599310,SH,,NORGES BANK,2022-02-10
ALLK,2733,279155,SH,,NORGES BANK,2022-02-10
DOV,249199,1372242,SH,,NORGES BANK,2022-02-10
DOW,429397,7570475,SH,,NORGES BANK,2022-02-10
DOCS,49443,986289,SH,,NORGES BANK,2022-02-10
26142R104,78258,2848871,SH,,NORGES BANK,2022-02-10
DRQ,5386,273670,SH,,NORGES BANK,2022-02-10
DRVN,12518,372336,SH,,NORGES BANK,2022-02-10
DBX,9381,382278,SH,,NORGES BANK,2022-02-10
DTM,46833,976090,SH,,NORGES BANK,2022-02-10
264120106,12470,414161,SH,,NORGES BANK,2022-02-10
DCO,1085,23200,SH,,NORGES BANK,2022-02-10
264411505,446572,6803345,SH,,NORGES BANK,2022-02-10
DNB,36169,1765210,SH,,NORGES BANK,2022-02-10
DUOL,17400,163985,SH,,NORGES BANK,2022-02-10
DD,166822,2065137,SH,,NORGES BANK,2022-02-10
DXC,90975,2826197,SH,,NORGES BANK,2022-02-10
G9001E102,4399,377244,SH,,NORGES BANK,2022-02-10
G9001E128,17872,1567751,SH,,NORGES BANK,2022-02-10
531229409,37829,743925,SH,,NORGES BANK,2022-02-10
531229607,89505,1760170,SH,,NORGES BANK,2022-02-10
531229706,3038,105656,SH,,NORGES BANK,2022-02-10
531229854,87005,1375793,SH,,NORGES BANK,2022-02-10
531229870,39048,658030,SH,,NORGES BANK,2022-02-10
531229888,8844,314716,SH,,NORGES BANK,2022-02-10
53223X107,208040,1358140,SH,,NORGES BANK,2022-02-10
LTH,11611,674688,SH,,NORGES BANK,2022-02-10
LFST,12583,1321716,SH,,NORGES BANK,2022-02-10
LGND,18915,122456,SH,,NORGES BANK,2022-02-10
LSPD,46736,1156293,SH,,NORGES BANK,2022-02-10
LLY,2213765,8014500,SH,,NORGES BANK,2022-02-10
LECO,76255,546746,SH,,NORGES BANK,2022-02-10
LNC,128625,1884345,SH,,NORGES BANK,2022-02-10
G5494J103,2589853,7472919,SH,,NORGES BANK,2022-02-10
LNN,13373,87982,SH,,NORGES BANK,2022-02-10
LGF/A,2958,177783,SH,,NORGES BANK,2022-02-10
LGF/B,24923,1619445,SH,,NORGES BANK,2022-02-10
LAD,95602,321946,SH,,NORGES BANK,2022-02-10
LFUS,78425,249221,SH,,NORGES BANK,2022-02-10
G5509L101,41812,478231,SH,,NORGES BANK,2022-02-10
LYV,108086,903051,SH,,NORGES BANK,2022-02-10
LOB,10188,116720,SH,,NORGES BANK,2022-02-10
53814L108,44366,1819755,SH,,NORGES BANK,2022-02-10
LPSN,16752,468975,SH,,NORGES BANK,2022-02-10
RAMP,30011,625879,SH,,NORGES BANK,2022-02-10
LKQ,328484,5472001,SH,,NORGES BANK,2022-02-10
L,424424,7348069,SH,,NORGES BANK,2022-02-10
H50430232,112570,1335094,SH,,NORGES BANK,2022-02-10
LPX,73750,941283,SH,,NORGES BANK,2022-02-10
LOW,1751232,6775117,SH,,NORGES BANK,2022-02-10
54911Q107,6112,203269,SH,,NORGES BANK,2022-02-10
LPLA,112643,703625,SH,,NORGES BANK,2022-02-10
LTC,13854,405799,SH,,NORGES BANK,2022-02-10
54975P102,15481,2749688,SH,,NORGES BANK,2022-02-10
LULU,393224,1004531,SH,,NORGES BANK,2022-02-10
LUMN,43373,3456007,SH,,NORGES BANK,2022-02-10
LITE,70857,669918,SH,,NORGES BANK,2022-02-10
LAZR,26439,1563537,SH,,NORGES BANK,2022-02-10
LXP,42013,2689674,SH,,NORGES BANK,2022-02-10
LYFT,82882,1939671,SH,,NORGES BANK,2022-02-10
N53745100,223744,2425931,SH,,NORGES BANK,2022-02-10
MTB,155332,1011407,SH,,NORGES BANK,2022-02-10
552676108,30042,538102,SH,,NORGES BANK,2022-02-10
MAC,35902,2077634,SH,,NORGES BANK,2022-02-10
MTSI,26517,338653,SH,,NORGES BANK,2022-02-10
55608B105,2996,820900,SH,,NORGES BANK,2022-02-10
M,38153,1457336,SH,,NORGES BANK,2022-02-10
SHOO,34391,740062,SH,,NORGES BANK,2022-02-10
SPHR,14658,208392,SH,,NORGES BANK,2022-02-10
MSGS,27902,160608,SH,,NORGES BANK,2022-02-10
MDGL,9280,109506,SH,,NORGES BANK,2022-02-10
559079207,30928,325587,SH,,NORGES BANK,2022-02-10
MGA,239038,2952231,SH,,NORGES BANK,2022-02-10
MX,5591,266600,SH,,NORGES BANK,2022-02-10
MGNI,20838,1190742,SH,,NORGES BANK,2022-02-10
V5633W109,12017,433674,SH,,NORGES BANK,2022-02-10
562662106,34138,1946305,SH,,NORGES BANK,2022-02-10
MANH,93619,602093,SH,,NORGES BANK,2022-02-10
MAN,54215,557024,SH,,NORGES BANK,2022-02-10
564563104,20050,274926,SH,,NORGES BANK,2022-02-10
MFC,362442,19001291,SH,,NORGES BANK,2022-02-10
MARA,20731,630875,SH,,NORGES BANK,2022-02-10
DY,22792,243084,SH,,NORGES BANK,2022-02-10
DT,100542,1665983,SH,,NORGES BANK,2022-02-10
DVAX,10553,750000,SH,,NORGES BANK,2022-02-10
DYN,8363,703400,SH,,NORGES BANK,2022-02-10
EGBN,25436,435989,SH,,NORGES BANK,2022-02-10
EXP,65760,395047,SH,,NORGES BANK,2022-02-10
EWBC,105424,1339907,SH,,NORGES BANK,2022-02-10
EBC,21061,1044188,SH,,NORGES BANK,2022-02-10
