submission_cik,1987Q1,2010Q1,2010Q2,2011Q3,2015Q4,2016Q1,2016Q2,2016Q3,2016Q4,2017Q1,2017Q2,2017Q3,2017Q4,2018Q1,2018Q2,2018Q3,2018Q4,2019Q1,2019Q2,2019Q3,2019Q4,2020Q1,2020Q2,2020Q3,2020Q4,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4,2023Q1,2023Q2,2023Q3,2023Q4,2024Q1,2024Q2,2024Q3,1987Q1_percent_change,2010Q1_percent_change,2010Q2_percent_change,2011Q3_percent_change,2015Q4_percent_change,2016Q1_percent_change,2016Q2_percent_change,2016Q3_percent_change,2016Q4_percent_change,2017Q1_percent_change,2017Q2_percent_change,2017Q3_percent_change,2017Q4_percent_change,2018Q1_percent_change,2018Q2_percent_change,2018Q3_percent_change,2018Q4_percent_change,2019Q1_percent_change,2019Q2_percent_change,2019Q3_percent_change,2019Q4_percent_change,2020Q1_percent_change,2020Q2_percent_change,2020Q3_percent_change,2020Q4_percent_change,2021Q1_percent_change,2021Q2_percent_change,2021Q3_percent_change,2021Q4_percent_change,2022Q1_percent_change,2022Q2_percent_change,2022Q3_percent_change,2022Q4_percent_change,2023Q1_percent_change,2023Q2_percent_change,2023Q3_percent_change,2023Q4_percent_change,2024Q1_percent_change,2024Q2_percent_change,2024Q3_percent_change
47288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,555,10300,0,0,0,25000,25001,25000,500000,971577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1755.855855855856,-100.0,0.0,0.0,inf,0.004000000000004,-0.003999840006396749,1900.0,94.31540000000001
49096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16810,18513,16924,16562,17964,17966,17739,0,14506,14515,14109,267857,250531,253844,246825,230862,223487,174355,191950,19235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,10.130874479476493,-8.583157781018746,-2.1389742377688536,8.465161212413964,0.011133377866845429,-1.2634977179116103,-100.0,inf,0.06204329243071349,-2.7971064416121294,1798.483237649727,-6.468376783134289,1.322391241004106,-2.7650840673799637,-6.467335156487386,-3.1945491245852553,-21.98427649035515,10.09148002638296,-89.97916123990622
49205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79384,81869,82530,82302,82152,82882,90190,89415,90855,92793,92306,1827515,1708397,1735925,1758799,1711341,1722135,1747327,1766843,1791348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,3.1303537236722745,0.8073874115965829,-0.2762631770265367,-0.18225559524677193,0.8885967474924428,8.817354793561938,-0.8592970395831068,1.610468042274782,2.1330691761598075,-0.5248240707812046,1879.8442138105866,-6.518031315748429,1.611335070244202,1.3176836556878957,-2.6983185685231836,0.6307334423706346,1.4628353758561419,1.1169059941270376,1.3869370396803804
49969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19143,20029,22449,19295,20789,21305,18494,17928,13204,10243,7468,141308,140906,136993,134783,118556,117456,116283,113237,111697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,4.628323669226342,12.08248040341504,-14.049623591251281,7.742938585125669,2.482081870219832,-13.194085895329732,-3.060452038498973,-26.34984381972334,-22.425022720387766,-27.091672361612808,1792.1799678628815,-0.2844849548503947,-2.7770286574028025,-1.6132211134875507,-12.039352143816362,-0.9278315732649589,-0.9986718430731512,-2.6194714618645865,-1.359979511996967
51762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7611,7562,7772,5823,6051,5946,4841,4998,5100,5224,5038,5380,105967,119781,119391,96585,80857,82468,77075,97479,97479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,-0.6438050190513689,2.7770431102882798,-25.07720020586721,3.9155074703761006,-1.7352503718393697,-18.583921964345773,3.2431315843833852,2.0408163265306145,2.431372549019617,-3.560490045941811,6.788408098451759,1869.6468401486989,13.036133890739565,-0.32559420943221173,-19.10194235746413,-16.284102086245277,1.9924063470076803,-6.539506232720571,26.472915990917944,0.0
51812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3204,3122,2967,3727,3677,3674,3659,3609,3464,3494,2962,57780,56270,56070,52795,47920,47520,46610,45910,45710,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,-2.5593008739076106,-4.964766175528512,25.615099427030664,-1.34156157767642,-0.08158825129180869,-0.4082743603701644,-1.3664935774801878,-4.01773344416736,0.8660508083140783,-15.226101888952492,1850.708980418636,-2.6133610245759775,-0.3554291807357335,-5.840913144283933,-9.233828961075863,-0.8347245409014992,-1.914983164983164,-1.5018236429950704,-0.4356349379220248
51964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2256,1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,-15.780141843971629,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,464,245,245,234,233,233,4660,4440,4200,4340,4180,4180,4100,4100,4100,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,-47.19827586206896,0.0,-4.489795918367346,-0.42735042735042583,0.0,1900.0,-4.72103004291845,-5.405405405405405,3.3333333333333437,-3.686635944700456,0.0,-1.9138755980861233,0.0,0.0,-100.0
52234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2170,2897,2897,2897,2897,2897,2897,4670,4670,4670,4670,93400,93400,93400,93200,92400,92400,92400,92400,184800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,33.502304147465445,0.0,0.0,0.0,0.0,0.0,61.20124266482567,0.0,0.0,0.0,1900.0,0.0,0.0,-0.21413276231263545,-0.8583690987124415,0.0,0.0,0.0,100.0
53417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3685382,3203560,3128596,2585112,2415449,2828950,3119208,3109244,3056446,2983581,2731399,49485118,49098769,41703618,41519281,43967620,41974835,26242650,30686018,33607848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,-13.073868597610772,-2.3400217258300104,-17.37149826951131,-6.563081212728883,17.11901182761466,10.260273246257444,-0.31944006299035044,-1.6980976726175268,-2.3839779927405935,-8.452326248223196,1711.7132648873344,-0.7807377563492923,-15.06178495024998,-0.44201680535247423,5.896872347090976,-4.532392246839834,-37.48004012404099,16.93185711046712,9.521698123229939
59558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7302,16676,9874,9806,10455,10320,10507,10904,11288,11899,12623,262570,298614,299563,321423,307049,319704,332764,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,128.37578745549166,-40.78915807147997,-0.6886773344136121,6.618396899857237,-1.2912482065997155,1.8120155038759744,3.778433425335481,3.5216434336023505,5.412827781715102,6.084544919741153,1980.0918957458607,13.72738698251894,0.3178015766173159,7.2972963950821645,-4.471988625580625,4.121492009418692,4.085028651502642,-100.0,0.0
59951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19511,17718,17068,15806,16087,15931,15597,15420,16522,16071,15602,305423,278286,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,-9.189687868381935,-3.668585619144371,-7.393953597375202,1.7778058964950105,-0.9697271088456527,-2.096541334505053,-1.1348336218503507,7.146562905317766,-2.7296937416777634,-2.918300043556721,1857.5887706704268,-8.885054498187761,-100.0,0.0,0.0,0.0,0.0,0.0,0.0
60086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9422,10000,9000,9500,8500,8000,8500,7700,5500,4000,4500,30000,140000,150000,125000,107500,50000,50000,50000,82500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,6.134578645722777,-9.999999999999998,5.555555555555558,-10.526315789473683,-5.882352941176472,6.25,-9.411764705882353,-28.57142857142857,-27.27272727272727,12.5,566.6666666666667,366.6666666666667,7.14285714285714,-16.666666666666664,-14.000000000000002,-53.48837209302326,0.0,0.0,64.99999999999999
61227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187672,174605,164053,175705,165394,133022,92248,178110,86666,83173,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,-6.962679568609065,-6.043355001288619,7.102582701931692,-5.868358897014881,-19.57265680738116,-30.65207258949647,93.07735669065995,-51.34130593453483,-4.030415618581684,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1673045,1640211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,-1.962529399986257
67698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77165,65706,52844,51180,49908,28717,26988,26856,23828,45542,20436,403512,392934,388585,384121,379798,242034,234718,183164,175284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,-14.84999676018921,-19.575076857516816,-3.148891075618798,-2.485345838218056,-42.46012663300473,-6.020823902218197,-0.4891062694530879,-11.274947870122132,91.12808460634547,-55.12713539150674,1874.5155607751026,-2.621483375959077,-1.1068016511678769,-1.1487834064619062,-1.1254266233816979,-36.27296615569329,-3.02271581678607,-21.9642294157244,-4.302155445393197
70858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6196060,6100985,6026625,6309462,5893464,6315386,12125600,5926783,6025161,6329488,6674265,122643685,120747640,119631456,114355309,103549931,101913603,107072468,113684032,115543085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,-1.5344428556211542,-1.2188195840507676,4.693124261091408,-6.593240437932746,7.159151222438953,92.00093232622677,-51.12173418222603,1.6598886782256184,5.050935568360737,5.447154651371489,1737.5609149471888,-1.5459784986075698,-0.9243940502688064,-4.410334185015685,-9.448951775382808,-1.5802308936352594,5.06199844587969,6.174849728877074,1.6352806698481714
71210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28699,57079,28221,28124,27458,26850,26819,26398,26033,25825,25707,508720,503880,480515,478165,476911,481670,471975,460062,447090,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,98.88846301264853,-50.557998563394605,-0.343715672725986,-2.3680841985492807,-2.214290917036932,-0.11545623836126673,-1.5697826168015183,-1.3826805060989433,-0.7989859025083534,-0.456921587608905,1878.9162484926283,-0.9514074540022066,-4.637016750019852,-0.4890586141951814,-0.2622525697196565,0.9978801076091726,-2.0127888388315696,-2.5240743683457856,-2.819619964265685
71259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65911,56989,70417,48217,80781,83105,88044,79846,74285,79174,77405,1400387,1441578,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,-13.53643549635114,23.562441874747762,-31.52647798116932,67.53634610199721,2.8769141258464304,5.94308405029782,-9.311253464177005,-6.964656964656967,6.581409436629193,-2.2343193472604606,1709.1686583554033,2.94140119838302,-100.0,0.0,0.0,0.0,0.0,0.0,0.0
72971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3338678,3383146,3481279,3249830,3260294,3180412,3049242,3051376,2271150,2340650,2034259,39436196,39291863,39228379,39067649,36797869,38898911,37094839,38051682,39775548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1.33190442444584,2.900643365672062,-6.648389859014459,0.3219860731176638,-2.4501471339701264,-4.124308422933886,0.06998460601028711,-25.569644645563184,3.0601237258657488,-13.08999636853011,1838.6025083335014,-0.36599118231382954,-0.1615703485477349,-0.409728885305205,-5.809870975343312,5.709683895010342,-4.637847059523081,2.5794504728811507,4.530327989180605
73124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7814146,7791423,7813835,7816298,7635060,7540266,7324471,7117074,7065309,6877463,6680046,130968315,129945250,128844882,121261993,124953381,118357124,113791860,113020387,108661841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,-0.2907931333763103,0.28764963729988047,0.03152101368917304,-2.318719168588501,-1.2415619523618693,-2.861901688879409,-2.8315628527985193,-0.7273354190219128,-2.658708911386609,-2.8704916333246677,1860.5900168950932,-0.7811545868937841,-0.8467935534388515,-5.885285377497573,3.044142611114764,-5.278974404061943,-3.857194096740646,-0.6779685295591475,-3.8564245935558517
80255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19321239,19604622,19482593,20133106,20627069,20614100,21142022,21096606,20289306,18414992,17123408,319600978,265809975,229050579,225592919,221760914,409320978,188298280,182690566,173406847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1.4666916547122044,-0.6224501548665384,3.3389446671703293,2.4534863125441175,-0.06287369281597899,2.560975254801323,-0.2148138905540775,-3.8266818842803474,-9.237940420436264,-7.013763568292619,1766.4565955562118,-16.830675342927137,-13.829201105037537,-1.509561781112112,-1.6986370924168992,84.57760234519958,-53.99740298675824,-2.978101552494261,-5.081663056427333
84616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18582,18550,17890,17353,16811,16454,15354,14411,13589,13367,13773,284677,308186,466137,463582,471906,464156,457021,440663,438550,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,-0.17220966526746428,-3.557951482479782,-3.001676914477358,-3.1233792427822316,-2.123609541371718,-6.685304485231558,-6.141722026833396,-5.703976129345634,-1.6336742953859784,3.037330739881794,1966.9207870471212,8.258131145122372,51.251841420440904,-0.5481221186046215,1.7955830899387903,-1.6422762160260729,-1.5371987004369259,-3.579266598252595,-0.4795047462573421
85338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292961,301977,290229,287997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,3.0775427445973946,-3.89036251105217,-0.7690478897698028
89014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41089,41434,41779,41329,41136,6875,6875,5848,5848,4746,3992,79801,82090,83752,83752,63763,63707,63707,52877,54689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,0.839640779770745,0.8326495148911484,-1.0770961487828856,-0.46698444191729527,-83.28714507973551,0.0,-14.938181818181818,0.0,-18.84404924760602,-15.887062789717653,1899.0230460921844,2.8683851079560396,2.024607138506518,0.0,-23.866892730919854,-0.08782522779668955,0.0,-16.999701759618258,3.426820734913094
92230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,837152,842680,836829,780422,787796,407172,394630,388588,385662,384996,371966,7298663,7083354,7050011,6813161,7669671,6532583,6469990,6428081,6064060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,0.6603340850884987,-0.6943323681587343,-6.740564679283345,0.9448734146397797,-48.315046027144085,-3.0802707455325984,-1.5310544053923958,-0.7529825933893952,-0.1726900757658245,-3.3844507475402352,1862.1855223326866,-2.9499786467740763,-0.47072333247780707,-3.35956922620404,12.571404081013204,-14.82577283953901,-0.9581661648998541,-0.6477444323716108,-5.66298091141042
93751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23359352,47006070,23566993,23321219,22447346,43695480,21744778,21644923,21861158,21456853,20942877,414052200,1234886568,408922055,409399720,396005707,413134392,415296578,408881437,408470854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,101.23019679655498,-49.86393672136386,-1.0428738193285825,-3.7471154488108005,94.65766687963912,-50.23563535633434,-0.4592137017908393,0.9990102528893319,-1.8494217003509172,-2.3953932107378506,1877.0550149341948,198.2441750098176,-66.88586096921576,0.11681076971992166,-3.2716224134203165,4.325363169576746,0.5233614150428778,-1.544713185669444,-0.10041615070923715
96223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3096568,1252858,1270943,801361,2008864,156140,286431,439718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,-59.540433150507276,1.4434995825544528,-36.94752636428227,150.68152805040427,-92.22744795068257,83.44498526962983,53.51620460075899
98758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5373,11674,5843,5871,5832,5509,5375,8318,8095,0,9102,238643,194017,193737,191502,187846,188690,380543,186103,185393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,117.2715428996836,-49.94860373479527,0.4792058873866134,-0.6642820643842584,-5.538408779149517,-2.4323833726629163,54.75348837209302,-2.680932916566481,-100.0,inf,2521.874313337728,-18.69989901233223,-0.14431725055020772,-1.1536257916660242,-1.9091184426272334,0.4493042172843742,101.67629445121626,-51.09540840325535,-0.3815091642799917
102212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5312,3479,3487,3372,3161,2738,2742,2632,2585,2633,2701,56159,58147,63906,74865,62277,62292,61096,59977,248973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,-34.50677710843374,0.22995113538373246,-3.2979638657872123,-6.257413997627525,-13.38184118949699,0.14609203798392478,-4.011670313639682,-1.7857142857142905,1.8568665377175941,2.5826053930877224,1979.1928915216588,3.539949073167259,9.904208299654327,17.14862454229651,-16.814265678220796,0.024085938629037074,-1.9199897258074916,-1.8315437999214312,315.1141270820482
102909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45575635,46716019,46004065,45321862,44475754,44308027,44041077,44114012,44008350,44497393,44886336,899229941,904938687,1812073651,899562288,1794938036,1809598126,909795397,918776985,907409933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,2.5021790700228363,-1.5240040038514424,-1.4829189550966904,-1.8668871106840235,-0.3771200821013676,-0.6024867683681823,0.1656067584359988,-0.2395202685260167,1.1112504786023658,0.8740804208462238,1903.3489501125687,0.6348483007195593,100.24269898409148,-50.35729990866691,99.53460254438768,0.8167463002048736,-49.72389814466464,0.9872096550077369,-1.2371938115101955
104889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101377,100377,100377,2003140,1693140,1537140,1263240,1263240,1263240,1263240,1260490,1135490,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,-0.9864170373950709,0.0,1895.616525698118,-15.475703146060681,-9.21365037740529,-17.818806354658655,0.0,0.0,0.0,-0.21769418321142542,-9.916778395703263
105495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82084,82493,82580,82005,82191,82159,83149,82383,81518,82686,83163,1664623,1650284,1648594,1649278,1630168,1627351,1642140,1644445,1650789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,0.4982700648116456,0.10546349387221543,-0.6962945023007983,0.22681543808305005,-0.03893370320351419,1.2049805864238872,-0.9212377779648562,-1.0499739023827726,1.4328123849947305,0.5768812132646461,1901.6389500138282,-0.861396244074486,-0.10240661607335833,0.041489899878310865,-1.1586888323254163,-0.17280427538757248,0.9087775163440392,0.14036562047083923,0.3857836534514769
106077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529,537,531,513,586,607,574,12920,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1.512287334593565,-1.1173184357541888,-3.3898305084745783,14.230019493177393,3.583617747440271,-5.436573311367376,2150.8710801393727,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,154,154,295,336,353,365,342,770,410,8491,8397,10309,10449,10789,29116,36412,133072,295749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,-100.0,inf,0.0,91.55844155844154,13.898305084745765,5.059523809523814,3.399433427762033,-6.301369863013695,125.14619883040936,-46.753246753246756,1970.9756097560976,-1.107054528324103,22.77003691794688,1.3580366669900146,3.253899894726775,169.86745759569934,25.05838714109081,265.4619356256179,122.24735481543827
108572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5461,5745,5026,5729,5488,5343,5548,5462,5461,6147,5934,116115,106654,67442,74371,73832,72225,62103,69314,69580,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,5.200512726606843,-12.515230635335072,13.987266215678474,-4.206667830336885,-2.6421282798833823,3.836795807598725,-1.5501081470800315,-0.018308311973636027,12.56180186778979,-3.4651049292337754,1856.7745197168858,-8.147956766998233,-36.76561591689013,10.274013226179534,-0.7247448602277773,-2.1765630079098486,-14.01453790238837,11.611355329050133,0.38376085639264534
108634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,689,454,451,9475,0,15280,15270,14490,14190,23449,4458604,23939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,-34.107402031930334,-0.6607929515418554,2000.8869179600886,-100.0,inf,-0.06544502617801262,-5.108055009823187,-2.0703933747411973,65.25017618040874,18914.04750735639,-99.46308306366745
200217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3223448,3100684,2776313,2696241,2414086,2298178,2255038,2232668,2157628,2145930,2410017,47801842,52405367,56330249,52719460,47791860,86920150,43192777,41624157,36882085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,-3.8084684474512964,-10.46127241602176,-2.884112850388265,-10.46475444887901,-4.8013202512255155,-1.8771391946141636,-0.9920010217122743,-3.36100127739547,-0.5421694564586632,12.30641260432539,1883.464929915432,9.630434325104043,7.48946572590552,-6.41003557431461,-9.3468332187014,81.8722895488897,-50.30752132848367,-3.631672027015076,-11.392595890890956
200648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86532,87591,88351,89579,184982,80763,81265,81255,81458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1.2238247122451806,0.86766905275657,1.3899106971058561,106.50152379463935,-56.3400763317512,0.6215717593452519,-0.012305420537750411,0.2498307796443333
