submission_cik,1987Q1,2010Q1,2010Q2,2011Q3,2015Q4,2016Q1,2016Q2,2016Q3,2016Q4,2017Q1,2017Q2,2017Q3,2017Q4,2018Q1,2018Q2,2018Q3,2018Q4,2019Q1,2019Q2,2019Q3,2019Q4,2020Q1,2020Q2,2020Q3,2020Q4,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4,2023Q1,2023Q2,2023Q3,2023Q4,2024Q1,2024Q2,2024Q3,1987Q1_percent_change,2010Q1_percent_change,2010Q2_percent_change,2011Q3_percent_change,2015Q4_percent_change,2016Q1_percent_change,2016Q2_percent_change,2016Q3_percent_change,2016Q4_percent_change,2017Q1_percent_change,2017Q2_percent_change,2017Q3_percent_change,2017Q4_percent_change,2018Q1_percent_change,2018Q2_percent_change,2018Q3_percent_change,2018Q4_percent_change,2019Q1_percent_change,2019Q2_percent_change,2019Q3_percent_change,2019Q4_percent_change,2020Q1_percent_change,2020Q2_percent_change,2020Q3_percent_change,2020Q4_percent_change,2021Q1_percent_change,2021Q2_percent_change,2021Q3_percent_change,2021Q4_percent_change,2022Q1_percent_change,2022Q2_percent_change,2022Q3_percent_change,2022Q4_percent_change,2023Q1_percent_change,2023Q2_percent_change,2023Q3_percent_change,2023Q4_percent_change,2024Q1_percent_change,2024Q2_percent_change,2024Q3_percent_change
1393818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,615000,70000,95000,110000,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,-88.6178861788618,35.71428571428572,15.789473684210531,-100.0,0.0,0.0
1393825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4970,19230,0,13240,86000,11500,32400,0,61200,17300,85300,3126000,5895700,18327349,4585793,10873608,8978600,6721157,2145000,5900193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,286.9215291750503,-100.0,inf,549.546827794562,-86.62790697674419,181.73913043478262,-100.0,inf,-71.73202614379085,393.06358381502895,3564.7127784290738,88.60204734484964,210.8595925844259,-74.97841613645268,137.11510746342017,-17.42759165127159,-25.142483237921276,-68.08585188532273,175.06727272727272
1393944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,2617,2372,2429,2935,2943,2429,2492,2508,2571,2670,56119,65444,57865,59934,60620,61451,63343,65904,64352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,29.043392504930978,-9.36186473060756,2.4030354131534537,20.831617949773573,0.2725724020443021,-17.465171593611963,2.5936599423631135,0.6420545746388395,2.511961722488043,3.850641773628949,2001.8352059925091,16.616475703415958,-11.580893588411467,3.5755638123217803,1.1445923849567885,1.3708347080171546,3.078875852305085,4.043067110809395,-2.35494051954358
1394866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3108,2818,2828,2828,3211,3211,3231,3231,3249,3249,4166,93238,109083,113617,113577,160315,172057,179673,199600,201037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,-9.330759330759332,0.35486160397444344,0.0,13.543140028288537,0.0,0.6228589224540615,0.0,0.557103064066844,0.0,28.224068944290547,2138.0700912145944,16.99414401853321,4.156468010597436,-0.035205999102250196,41.150937249619204,7.3243302248697795,4.426440075091387,11.09070366721767,0.7199398797595125
1395055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14191,13817,13734,13369,13149,12460,12457,12290,12270,12381,13175,531906,269684,270544,269435,267947,268450,268096,265198,263725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,-2.635473187231341,-0.6007092711876716,-2.6576379787388915,-1.6455980252823688,-5.239942200927827,-0.024077046548953707,-1.340611704262662,-0.16273393002440573,0.9046454767726253,6.413052257491314,3937.237191650854,-49.29856027192775,0.3188917399623348,-0.4099148382518236,-0.5522667804850889,0.18772369162558533,-0.13186813186812918,-1.0809560754356684,-0.5554340530471547
1395067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,481,531,531,531,531,531,531,1062,531,533,533,10380,9560,9560,9922,9877,9899,9560,9560,11040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,10.395010395010384,0.0,0.0,0.0,0.0,0.0,100.0,-50.0,0.37664783427495685,0.0,1847.4671669793622,-7.899807321772645,0.0,3.7866108786610786,-0.45353759322717124,0.22273969828896512,-3.4245883422567958,0.0,15.481171548117146
1396318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203709,169028,151955,125225,133085,189185,173075,174805,178845,151775,100450,5266654,3091381,2895310,2878089,3250711,1947020,1605686,2340021,2189091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,-17.0247755376542,-10.100693376245351,-17.590734098910865,6.276701936514284,42.153510914077465,-8.515474271216005,0.9995666618517918,2.311146706329903,-15.136011630182555,-33.81650469444902,5143.060228969636,-41.302751234465,-6.342505178106483,-0.5947895044054019,12.946854666412321,-40.10479553549977,-17.53109880740824,45.733412385734205,-6.449942115904084
1397290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,186,301,301,301,301,428,428,481,756,821,16700,13500,15100,21848,23698,23508,25043,24113,24038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,-5.102040816326525,61.8279569892473,0.0,0.0,0.0,42.19269102990033,0.0,12.383177570093462,57.172557172557184,8.597883597883605,1934.1047503045068,-19.16167664670658,11.851851851851848,44.688741721854306,8.467594287806657,-0.8017554223985202,6.529692019737965,-3.713612586351478,-0.3110355409944865
1397424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322,0,0,0,0,0,0,69620,41395,15618,1360,18173,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,-100.0,0.0,0.0,0.0,0.0,0.0,inf,-40.541511060040214,-62.27080565285663,-91.2920988602894,1236.25,-100.0
1397545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33099,30504,29638,27663,25037,23267,19577,14735,12593,9441,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,-7.840116015589594,-2.8389719381064826,-6.663742492745794,-9.49282435021509,-7.06953708511403,-15.859371642240083,-24.733105174439395,-14.536817102137768,-25.02977844834432,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1398103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26504,26180,27090,26709,26811,26313,25636,25610,25283,30360,30536,606016,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,-1.2224569876245095,3.475935828876997,-1.4064230343300066,0.38189374368191586,-1.8574465704375043,-2.5728727245088012,-0.10141987829614951,-1.2768449824287376,20.080686627378075,0.5797101449275255,1884.5952318574796,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1398318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82378,96108,447338,219315,219680,221571,207361,217330,208961,206780,228335,4731730,4667327,4795592,5314918,5473238,5596132,5647339,5383901,5436365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,16.667071305445624,365.4534482041037,-50.97331324412413,0.16642728495543935,0.8607975236707865,-6.4132941585315795,4.807557833922482,-3.8508259329130823,-1.043735433884796,10.424122255537283,1972.2753848512057,-1.3610878050945407,2.748146851506217,10.829236515533424,2.9787853735466774,2.2453618863276237,0.9150427473833656,-4.664816473740996,0.9744607116661363
1398346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25411,20036,16673,18939,22040,25182,59560,51868,56995,53767,54238,1171776,1126781,1201391,1686449,949654,876936,478437,629073,656758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,-21.15225689661957,-16.78478738271112,13.590835482516649,16.37362057130789,14.255898366606168,136.51814788340877,-12.914707857622565,9.884707334001686,-5.663654706553212,0.8760020086670206,2060.4336443084185,-3.839897727893382,6.6215174022281165,40.37469899474859,-43.6891361671773,-7.6573151905852015,-45.44219874654479,31.485023106490505,4.400920083996618
1398739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92000,95000,109500,111500,110500,107500,106768,101268,97464,93500,91500,2014243,2014243,2166530,2191741,2188167,1993993,1844243,1917498,1974367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,3.2608695652173836,15.263157894736846,1.82648401826484,-0.8968609865470878,-2.714932126696834,-0.6809302325581412,-5.151356211598978,-3.7563692380613856,-4.067142739883445,-2.1390374331550777,2101.3584699453554,0.0,7.560507843393283,1.1636580153517428,-0.1630667127183405,-8.873819959811113,-7.510056454561276,3.9720904457818174,2.9657918808781103
1398825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1399386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12706,13806,12706,12226,12226,24452,12226,12226,12226,14295,19295,385900,385900,385900,385900,385900,385900,116300,116300,116300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,8.657327246969926,-7.9675503404316945,-3.7777427986777856,0.0,100.0,-50.0,0.0,0.0,16.922951087845583,34.977264777894376,1900.0,0.0,0.0,0.0,0.0,0.0,-69.86265871987561,0.0,0.0
1399706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11600,11302,11298,11226,10067,9627,8520,8210,8191,8066,8003,158642,158266,158862,146211,146681,146420,143592,139937,133193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,-2.568965517241384,-0.03539196602371231,-0.6372809346787078,-10.324247283092824,-4.3707162014502865,-11.498909317544403,-3.638497652582162,-0.23142509135201106,-1.5260651935050662,-0.7810562856434444,1882.2816443833563,-0.23701163626278499,0.37658119874135476,-7.9635155040223555,0.321453242232117,-0.17793715614156103,-1.9314301324955596,-2.5454064293275347,-4.819311547339156
1399794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9353,8869,8755,8733,8774,9171,9261,9203,9447,9422,9959,204725,208213,211732,227327,293923,511945,524611,520364,530032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,-5.174810221319359,-1.2853760288645821,-0.25128498001142363,0.46948356807512415,4.524732163209477,0.981354268891077,-0.6262822589353179,2.651309355644904,-0.26463427543135243,5.699426873275315,1955.6782809519027,1.7037489314934762,1.6900961995648611,7.365443107324343,29.295244295662194,74.17657005406177,2.4740938968053294,-0.8095522205977423,1.8579302180781188
1401459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,1458,1454,2967,2966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,-100.0,0.0,0.0,0.0,0.0,0.0,inf,-0.2743484224965731,104.05777166437416,-0.03370407819346388
1401561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6694,6652,272590,137074,138854,142544,141682,140206,142885,141291,141616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,-0.6274275470570689,3997.86530366807,-49.71422282548883,1.2985686563462107,2.657467555850035,-0.6047255584240685,-1.0417695967024798,1.910759881888069,-1.1155824614200283,0.23002172820631994
1403438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192755,205576,222139,232367,257541,264243,283168,297953,312925,331993,347603,7197460,7319325,7462472,7826863,8332211,8894059,9247881,10097090,10721003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,6.651448730253429,8.05687434330855,4.604324319457631,10.83372423795117,2.602304099153141,7.161968339747893,5.22128206577015,5.02495360006443,6.09347287688744,4.701906365495656,1970.5977796509235,1.6931667560500463,1.9557404542085433,4.882979795435083,6.456584202380955,6.743084158574475,3.9781836392135395,9.182741430171948,6.179136761185644
1404574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185000,318000,350000,250000,250000,220000,30000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,71.89189189189189,10.062893081761004,-28.57142857142857,0.0,-12.0,-86.36363636363636,-100.0
1404599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,800,800,800,800,800,800,800,800,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1404652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1651,1249,8926,1648,2897,3076,3257,3365,3693,4408,5479,113624,104807,111715,114328,114463,115021,116107,117132,132835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,-24.348879466989704,614.6517213771017,-81.53708267981179,75.78883495145632,6.178805661028641,5.884265279583878,3.315934909425855,9.74739970282319,19.360953154616833,24.296733212341202,1973.8090892498633,-7.759804266704218,6.591162804011175,2.3389876023810485,0.11808130991532995,0.4874937752811004,0.9441754114466017,0.8828063768764993,13.406242529795453
1404763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3029,232,3600,6931,3915,3990,4650,5579,5798,9406814,6711,135431,136452,138992,131847,145362,164203,165371,178986,187272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,-92.34070650379664,1451.7241379310344,92.52777777777779,-43.51464435146444,1.9157088122605304,16.541353383458656,19.978494623655905,3.925434665710692,162142.39392894102,-99.92865809826792,1918.0450007450454,0.7538894344721658,1.8614604403013546,-5.140583630712559,10.250517645452684,12.96143421251772,0.7113146532036652,8.233003368184267,4.629412356273677
1406026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4270,4270,3909,2809,2809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,0.0,-8.454332552693211,-28.140189306728058,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1406995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3997,4746,4814,4877,4871,4855,4860,4776,4902,4810,5524,111562,111292,116242,115380,114690,115113,115279,115938,113726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,18.739054290718048,1.432785503581968,1.3086830078936407,-0.12302645068690277,-0.3284746458632748,0.1029866117404632,-1.7283950617283939,2.638190954773867,-1.8767849857201147,14.84407484407484,1919.5872556118754,-0.24201789139671748,4.447759048269417,-0.7415564081829307,-0.5980239209568361,0.3688202981951383,0.1442061278917217,0.5716565896650705,-1.9079163000914279
1407024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232557,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,-100.0,0.0,0.0,0.0,0.0
1407382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,154,154,154,154,134,134,0,0,3334,3295,65386,60406,59111,59040,58767,58745,60426,75609,88413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,-12.987012987012992,0.0,-100.0,0.0,inf,-1.1697660467906434,1884.400606980273,-7.616309301685376,-2.1438267721749504,-0.12011300773121514,-0.4623983739837412,-0.037435975972910374,2.8615201293727077,25.126601131963056,16.934491925564423
1407543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298240,330438,345009,333025,351358,428969,455031,474556,502126,506615,510368,10609852,10590418,10620249,10600677,12486935,12670111,13237591,13907843,12952157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,10.79600321888412,4.409601801245611,-3.47353257451255,5.504992117708873,22.08886662606231,6.0754972970074705,4.290916443055526,5.809641011808941,0.8939987174533925,0.7407992262368879,1978.863094864882,-0.18316937880000772,0.28167915562917756,-0.1842894643995674,17.793750342548886,1.46694124699136,4.478887359392503,5.063247534993343,-6.871561607360677
1409362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5194,4705,4797,4971,4671,4495,4407,2271,2301,2643,2715,55917,43990,44092,43387,38579,42680,41690,42067,47737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,-9.414709279938393,1.9553666312433604,3.6272670419011943,-6.035003017501506,-3.7679297794904754,-1.9577308120133474,-48.46834581347855,1.3210039630118908,14.86310299869622,2.724177071509648,1959.5580110497237,-21.3298281381333,0.23187087974538834,-1.5989295110224067,-11.081660405190497,10.63013556598149,-2.3195876288659822,0.9042935955864806,13.478498585589648
1409427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14988,14896,15076,14403,12676,12489,12411,12312,11002,12071,11597,220431,218099,202956,193087,191252,181525,176858,193633,261939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,-0.6138243928476061,1.2083780880773443,-4.464048819315469,-11.990557522738321,-1.4752287787945684,-0.6245496036512144,-0.797679477882518,-10.64002599090318,9.716415197236872,-3.9267666307679527,1800.7588169354144,-1.0579274240011594,-6.943177181004955,-4.862630323814033,-0.9503488064965482,-5.085959885386815,-2.5709957306156217,9.48501057345441,35.27601183682534
1409661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6741,6741,6441,7820,8820,9530,9690,8534,8973,9174,8432,165417,167250,167442,179319,189970,191430,209097,217057,213323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,0.0,-4.450378282153988,21.409718987734827,12.78772378516624,8.049886621315183,1.6789087093389332,-11.929824561403512,5.144129364893368,2.2400534938147754,-8.08807499454981,1861.7765654648956,1.1081085982698191,0.11479820627802173,7.093202422331313,5.939694064767265,0.7685424014318043,9.228960977903157,3.806845626670885,-1.7202854549726587
1409765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4326,4042,4042,4064,4117,3468,3442,2857,2800,2750,2517,49780,47529,46283,45702,45418,44017,43671,43340,43666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,-6.564956079519191,0.0,0.544285007422074,1.3041338582677087,-15.7639057566189,-0.7497116493656253,-16.995932597327133,-1.9950997549877503,-1.7857142857142905,-8.472727272727276,1877.751291219706,-4.521896343913223,-2.6215573649771673,-1.255320528055659,-0.6214170058203128,-3.0846800827865617,-0.7860599313901484,-0.7579400517505941,0.7521919704660762
1409775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29640,29246,28518,26568,23681,22636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,-1.3292847503373784,-2.4892292963140217,-6.837786661056178,-10.86645588678109,-4.4128204045437265,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1410588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2575,2450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,-4.854368932038833,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1410830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,500000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,0.0,-100.0
1410833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18071,9347,9371,9826,10196,10496,10728,12760,16837,17036,16222,339074,688044,690044,671276,670890,677934,343115,330534,339824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,-48.27624370538432,0.25676687707285595,4.85540497278838,3.7655200488499796,2.942330325617881,2.210365853658547,18.941088739746448,31.9514106583072,1.1819207697333356,-4.7781169288565355,1990.2108248058191,102.91853695653455,0.2906790844771523,-2.7198265617844664,-0.05750242821134233,1.0499485757724747,-49.3881410284777,-3.6667006688719472,2.810603447754234
1411133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240124,183075,414186,509546,622468,731518,767110,374329,644542,548700,463815,12050399,12822027,14340988,13258726,13357119,7097586,9885225,11923146,9689979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,-23.758141626826134,126.23842687423186,23.023472546150757,22.161296526712015,17.518972862862036,4.8654988667401255,-51.20269583240995,72.18596475293124,-14.869783505186629,-15.470202296336799,2498.104632234835,6.4033398396185826,11.84649665766575,-7.546634862256352,0.7420999574167197,-46.86289760538931,39.27587492423481,20.61582816779588,-18.72967923063259
1411530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45168,45676,44350,44585,44639,44921,44618,44307,45274,45018,46688,987727,1029121,1088340,1333295,1378209,1382789,1437168,1458889,1513083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1.1246900460502918,-2.9030563096593354,0.529875986471251,0.12111696759000701,0.631734581867871,-0.6745174862536452,-0.6970281052489979,2.1824993793305714,-0.5654459513186327,3.709627260207027,2015.590729952022,4.190834106995145,5.754328208247617,22.507212819523303,3.3686468485969012,0.332315345495493,3.9325594866606473,1.5113751489039595,3.714744576180906
1412665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2690,2636,1689,2620,2586,2386,2449,2371,2379,2263,2392,49203,47571,52389,57991,52091,52705,49128,47470,45589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,-2.007434944237918,-35.925644916540215,55.121373593842506,-1.2977099236641254,-7.733952049497295,2.6404023470243176,-3.1849734585545075,0.3374103753690516,-4.875998318621266,5.700397702165261,1956.9816053511704,-3.316870922504722,10.128019171343894,10.693084426119981,-10.173992516080077,1.1787064944040138,-6.786832368845463,-3.3748575150626903,-3.9625026332420488
